"","evol_dist_scaled","funct_dist_scaled","scarcity_logbio_scaled","restrictedness_scaled"
"Citharus_linguatula",0.428964080135034,0.0773604385954835,0.33746897942655,0.753499695678637
"Clupea_harengus",0.370616581868782,0.269753193674324,0,0.351186853317103
"Coelorinchus_caelorhincus",0.171671557621039,0.144628817026186,0.219450599384695,0.779062690200852
"Coelorinchus_labiatus",0.143064951140683,0.176838896845926,0.49252338408744,0.994522215459525
"Coelorinchus_occa",0.143064951140683,0.164971980741878,0.571841721285105,0.996956786366403
"Conger_conger",0.575474206786589,0.496402377939882,0.238937146478802,0.454656116859404
"Conocara_murrayi",0.151609173714826,0.107644587507103,0.685417194345049,1
"Coregonus_albula",0.251266658830983,0.222080600466534,0.895141328168848,1
"Coregonus_lavaretus",0.251266658830983,0.0606505462902953,0.459609020768683,0.997565429093122
"Coris_julis",0.289242619582888,0.235187647908674,0.499179054843278,0.977480219111381
"Coryphaenoides_guentheri",0.141468896123243,0.155664927015538,0.393697367412902,0.996348143639683
"Coryphaenoides_mediterraneus",0.192050703348213,0.153372648148772,0.477241968104541,0.996956786366403
"Coryphaenoides_rupestris",0.141468896123243,0.159223314748185,0.303318554675947,0.978697504564821
"Coryphoblennius_galerita",0.148159561684196,0.345350577769856,0.860467440266505,1
"Cottunculus_thomsonii",0.0813363709014546,0.196686923326675,0.679901637233012,0.998174071819842
"Cottus_gobio",0.179593062829568,0.242620330161314,0.843161082622203,0.996956786366403
"Cryptopsaras_couesii",0.418072442078025,0.265813518362915,0.897659623227495,1
"Crystallogobius_linearis",0.268418956638401,0.455629045478698,0.608459365284902,0.930614729153987
"Ctenolabrus_rupestris",0.115373044162219,0.225754646887139,0.518535810469024,0.891661594643944
"Cubiceps_gracilis",0.262505864945194,0.236074201607124,0.666540854076195,0.990261716372489
"Cyclopterus_lumpus",0.213252050873326,0.607981176380133,0.311176835918432,0.774802191113816
"Cyclothone_braueri",0.445195275186853,0.350903586706386,0.794408173637734,0.995739500912964
"Cyclothone_pygmaea",0.445195275186853,0.286026861707566,0.866686946990173,0.995739500912964
"Cyttopsis_rosea",0.416720128805494,0.232159081497223,0.595120037360882,0.987218502738892
"Dactylopterus_volitans",0.632179529032984,0.19219684124882,0.451560425191851,0.978088861838101
"Dalatias_licha",0.899505515250413,0.606087541255858,0.377523111696781,0.920267802799757
"Dalophis_imberbis",0.363558351337396,0.207083176293549,0.56949072904851,0.96895922093731
"Dasyatis_pastinaca",0.569221820509346,0.46896518869774,0.30315655983999,0.930614729153987
"Dasyatis_tortonesei",0.569221820509346,0.525490701528002,0.438358511567724,0.993913572732806
"Deania_profundorum",0.786514858599481,0.747981382346094,0.562430590177392,0.996956786366403
"Deltentosteus_collonianus",0.198070929500772,0.346416668806674,0.558938312921938,0.975045648204504
"Deltentosteus_quadrimaculatus",0.198070929500772,0.351911906032172,0.405654406193028,0.799147900182593
"Dentex_canariensis",0.13672575726194,0.00681773363444168,0.606459005944172,1
"Dentex_dentex",0.151930480171765,0.192290525717975,0.37957670635157,0.965307364576993
"Dentex_gibbosus",0.13672575726194,0.148617686284707,0.46902911490624,0.98965307364577
"Dentex_macrophthalmus",0.199448181687458,0.0965126834735847,0.456290178183444,0.961655508216677
"Dentex_maroccanus",0.199448181687458,0.0148934608657112,0.459245931769876,0.967741935483871
"Diaphus_holti",0.16733638852886,0.354779968209274,0.701265089313003,0.953743152769324
"Diaphus_metopoclampus",0.199044997586647,0.295698359963099,0.546961357210014,0.946439440048691
"Diaphus_rafinesquii",0.16733638852886,0.316514788247344,0.647189601154865,0.956177723676202
"Dicentrarchus_labrax",0.313496796756212,0.103726062236057,0.253409595159908,0.871576384662203
"Dicentrarchus_punctatus",0.313496796756212,0.22199710388546,0.563585370799625,0.996956786366403
"Dicologlossa_cuneata",0.122019183907904,0.152043181591363,0.433319777570863,0.969567863664029
"Diplecogaster_bimaculata",0.19607463704504,0.311910717108199,0.697932719146094,0.959220937309799
"Diplodus_annularis",0.0451941084932839,0.10124596116966,0.294618854628476,0.880097382836275
"Diplodus_bellottii",0.0451941084932839,0.0962571004346409,0.527700662797994,0.998782714546561
"Diplodus_cervinus",0.0558996923285699,0.161559359765307,0.533883291830001,0.996956786366403
"Diplodus_puntazzo",0.070879921428994,0.127889493454565,0.519092639719013,0.984175289105295
"Diplodus_sargus",0.0558996923285699,0.0247106322692647,0.471187991316167,0.970176506390749
"Diplodus_vulgaris",0.0715552469821353,0.0952598208703447,0.317819271239908,0.898965307364577
"Dipturus_batis",0.237603050769349,0.376877255953896,0.240609932743236,0.84357881923311
"Dipturus_nidarosiensis",0.311949458578971,0.38250905437778,0.372879716564979,0.98965307364577
"Dipturus_oxyrinchus",0.311949458578971,0.348495724240746,0.255151171500357,0.89592209373098
"Dussumieria_elopsoides",0.537626271702845,0.224793051795913,0.594246122721172,0.998782714546561
"Dysomma_brevirostre",0.238302848723589,0.26739650607995,0.859697552724841,0.998782714546561
"Echelus_myrus",0.401994669049881,0.228140022690655,0.424652837845258,0.893487522824102
"Echiichthys_vipera",0.219573290225182,0.048957500018683,0.32860471620519,0.813146682897139
"Echiodon_dentatus",0.21783041770896,0.190842806714743,0.643633181273589,0.972002434570907
"Echiodon_drummondii",0.21783041770896,0.277168533841497,0.694685289956002,0.976262933657943
"Echiostoma_barbatum",0.314509987665991,0.186539453646149,0.890479729639929,1
"Electrona_risso",0.250817942923782,0.306148109840284,0.768176043599936,0.978088861838101
"Enchelyopus_cimbrius",0.149051936047783,0.00596611110435248,0.280086617358708,0.688374923919659
"Engraulis_encrasicolus",0.670528486280965,0.237171750456733,0.164806503409957,0.392574558734023
"Entelurus_aequoreus",0.314086720345577,0.462557440139189,0.501187690397951,0.836275106512477
"Ephippion_guttifer",0.187555027713213,0.139770243732154,0.562180460915132,0.999391357273281
"Epigonus_constanciae",0.179432955770555,0.228532768262787,0.630559845466985,0.962264150943396
"Epigonus_denticulatus",0.213722551446495,0.196112952285412,0.427672622309306,0.881923311016433
"Epigonus_telescopus",0.154879891350825,0.417189717778356,0.38296664153925,0.902008520998174
"Epinephelus_aeneus",0.238483755517936,0.164780632254416,0.417521116247714,0.990261716372489
"Epinephelus_costae",0.187931123904395,0.176249314309016,0.627086515459493,1
"Epinephelus_marginatus",0.187931123904395,0.372043387353446,0.576175810266383,0.999391357273281
"Eretmophorus_kleinenbergi",0.133698014087898,0.0988015077185491,0.948829811613747,1
"Esox_lucius",0.798175541565791,0.26744304309408,0.68621153072041,0.997565429093122
"Etmopterus_princeps",0.436105024070634,0.496315977568839,0.43735206963115,0.993304930006086
"Etmopterus_pusillus",0.458726264205195,0.49166715434366,0.607111638377626,0.997565429093122
"Etmopterus_spinax",0.436105024070634,0.482284370575555,0.283728396666606,0.816798539257456
"Eurypharynx_pelecanoides",0.644458640342566,0.304371002416894,0.866686946990173,1
"Eutelichthys_leptochirus",0.106589099245631,0.216785776628684,0.80284427821194,0.98965307364577
"Eutrigla_gurnardus",0.037853113310684,0.132318198027724,0.13578831544423,0.110164333536214
"Evermannella_balbo",0.272723240711132,0.252734106325105,0.771458260698789,0.986609860012173
"Fistularia_commersonii",0.56279884898764,0.389281659621344,0.7375477695952,0.998782714546561
"Gadella_maraldi",0.133698014087898,0.166930709333632,0.61087126691289,0.933657942787584
"Gadiculus_argenteus",0.148992155139196,0.195218941437404,0.198974131148247,0.591600730371272
"Gadus_morhua",0.0702273121247854,0.16590938048539,0.0303608137997744,0.276323797930615
"Gaidropsarus_argentatus",0.138340201321669,0.1146771718909,0.738726999991078,0.999391357273281
"Gaidropsarus_biscayensis",0.0993617010228821,0.145081104890092,0.518619020298577,0.831405964698722
"Gaidropsarus_macrophthalmus",0.0509355040497609,0.0550470072916054,0.533303073746828,0.934266585514303
"Gaidropsarus_mediterraneus",0.160219303867702,0.0233181181568209,0.55808400655238,0.906877662811929
"Gaidropsarus_vulgaris",0.0509355040497609,8.65414187439682e-05,0.455584818947518,0.846622032866707
"Galeorhinus_galeus",0.613767732025152,0.626593714361267,0.268601383718587,0.890444309190505
"Galeus_atlanticus",0.336222583228849,0.133312626835242,0.341481308914196,0.973828362751065
"Galeus_melastomus",0.305084132005561,0.0675233429056479,0.162730133032111,0.710286062081558
"Galeus_murinus",0.305084132005561,0.23437801502175,0.577800770763178,0.996956786366403
"Gasterosteus_aculeatus",0.20408851434201,0.513996791203674,0.4335767631087,0.887401095556908
"Glossanodon_leioglossus",0.331611935303239,0.0895974994713084,0.21786209994311,0.87522824102252
"Glyptocephalus_cynoglossus",0.0854903243336278,0.194058756860014,0.282182610562446,0.682288496652465
"Gnathophis_mystax",0.363558351337396,0.195853450678903,0.472521838774733,0.909312233718807
"Gobius_auratus",0.146096047822624,0.376792020781074,0.889538748969435,1
"Gobius_cruentatus",0.173406734227256,0.327159454322762,0.83440215264143,0.999391357273281
"Gobius_fallax",0.146096047822624,0.333465641433875,0.843161082622203,0.998782714546561
"Gobius_gasteveni",0.324650958753703,0.331594882431361,0.583043256165849,0.971393791844187
"Gobius_geniporus",0.173406734227256,0.333465641433875,0.71554908405976,0.992696287279367
"Gobius_niger",0.176907782464062,0.323919893400604,0.345813252110435,0.808886183810104
"Gobius_paganellus",0.250970454078955,0.328461966668663,0.611703450296905,0.959829580036519
"Gonichthys_cocco",0.348768935271546,0.297602400720707,0.767139494750874,0.994522215459525
"Gonostoma_denudatum",0.593629603592503,0.150308586206378,0.703105899061746,0.987827145465612
"Gouania_willdenowi",0.213047199659115,0.352647874914502,1,1
"Grammonus_ater",0.172547340557692,0.399828952696008,0.892752234615249,0.999391357273281
"Gymnammodytes_cicerelus",0.0546665564734519,0.252918480892272,0.31189092456572,0.985392574558734
"Gymnammodytes_semisquamatus",0.0546665564734519,0.239878283795515,0.348230181037639,0.967741935483871
"Gymnocephalus_cernua",0.317876956976463,0.10282824787519,0.643977477662269,0.997565429093122
"Halargyreus_johnsonii",0.0654519590299878,0.173194900285788,0.512616440197701,0.986609860012173
"Halosauropsis_macrochir",0.249723834502067,0.249177775688125,0.629968493112018,0.998174071819842
"Helicolenus_dactylopterus",0.123531614953706,0.298157517078281,0.205531026519824,0.502738892270237
"Heptranchias_perlo",0.878748758628764,0.75231963604529,0.356040706246569,0.972611077297626
"Hexanchus_griseus",0.878748758628764,0.942015979646794,0.333660673391995,0.95800365185636
"Hippocampus_guttulatus",0.198052601034176,0.476053616271461,0.795897851569018,0.995130858186245
"Hippocampus_hippocampus",0.198052601034176,0.532267109314337,0.540947370093034,0.94826536822885
"Hippoglossoides_platessoides",0.0641928502216296,0.215164041021375,0.205234811904568,0.553864881314668
"Hippoglossus_hippoglossus",0.100613830640786,0.261867658621443,0.414573524854686,0.964698721850274
"Holtbyrnia_anomala",0.0920461447636095,0.23114708822776,0.60924022107594,0.997565429093122
"Hoplostethus_atlanticus",0.286329957479418,0.332513429199239,0.517252220767696,0.995130858186245
"Hoplostethus_mediterraneus",0.286329957479418,0.190398258219244,0.320760790826662,0.841752891052952
"Howella_brodiei",0.302518147323709,0.243377056843885,0.858194935291185,1
"Howella_sherborni",0.302518147323709,0.318951679940732,0.878774229189986,1
"Hygophum_benoiti",0.240889692523255,0.323313727265344,0.608812518216753,0.931832014607425
"Hygophum_hygomii",0.240889692523255,0.321679336942321,0.689358452881016,0.95800365185636
"Hymenocephalus_italicus",0.258845437840568,0.177557180301862,0.383667429119992,0.842361533779671
"Hyperoplus_immaculatus",0.0409787157833831,0.213502191113362,0.377868410788528,0.933049300060864
"Hyperoplus_lanceolatus",0.0409787157833831,0.0852565274446355,0.274985991248467,0.74984783931832
"Ichthyococcus_ovatus",0.460035070930296,0.327777401452179,0.849538920221037,0.98965307364577
"Ilyophis_blachei",0.238302848723589,0.264438924300472,0.698375102130829,0.999391357273281
"Labrus_bergylta",0.0460076153300424,0.458962392139994,0.427527948499201,0.94826536822885
"Labrus_mixtus",0.0916576082870408,0.450409277463571,0.480235206678065,0.92757151552039
"Labrus_viridis",0.0460076153300424,0.452688108335929,0.681697692608908,0.996956786366403
"Lagocephalus_lagocephalus",0.272879264110162,0.231829026367132,0.66769425570407,1
"Lagocephalus_sceleratus",0.19888468624565,0.276661539091252,0.710634745698513,0.998782714546561
"Lagocephalus_suezensis",0.19888468624565,0.255087152455744,0.809297251880253,1
"Lamna_nasus",1,0.976840851725893,0.476914057687416,0.999391357273281
"Lampadena_atlantica",0.115693363729175,0.29575063430505,0.777012457531509,1
"Lampanyctus_crocodilus",0.135883424603714,0.28247893542271,0.38110548507423,0.826536822884967
"Lampanyctus_intricarius",0.122804950057747,0.272951499291181,0.841582046228996,1
"Lampanyctus_pusillus",0.115693363729175,0.261490440168541,0.625301710305336,0.981740718198418
"Lappanella_fasciata",0.128174742516927,0.433182270979508,0.675564681864465,0.990261716372489
"Lepadogaster_lepadogaster",0.19607463704504,0.353848826425395,0.654791107477605,0.995739500912964
"Lepidion_eques",0.0438318004881767,0.15826990355457,0.285085914083356,0.984175289105295
"Lepidion_lepidion",0.0438318004881767,0.0987969785976602,0.512162972871711,0.978697504564821
"Lepidopus_caudatus",0.25728418164293,0.379873302234255,0.235486735510907,0.734023128423615
"Lepidorhombus_boscii",0.151069321491271,0.0865524347338393,0.193369626952594,0.650030432136336
"Lepidorhombus_whiffiagonis",0.151069321491271,0.211854358618507,0.200076572651285,0.47900182592818
"Lepidotrigla_cavillone",0.0810096636513718,0.148127568431899,0.286517790240872,0.717589774802191
"Lepidotrigla_dieuzeidei",0.0810096636513718,0.139802082208909,0.334103218051484,0.827145465611686
"Leptoclinus_maculatus",0.0631260731150139,0.278584549190967,0.701855818388187,0.992087644552648
"Lestidiops_jayakari",0.312774645630153,0.22312766598372,0.75128105744879,0.998782714546561
"Lestidiops_sphyrenoides",0.217530414531123,0.253020883047657,0.759827933767987,0.987827145465612
"Lesueurigobius_friesii",0.109828975737859,0.325545810364251,0.443274387184465,0.728545343883141
"Lesueurigobius_sanzi",0.109828975737859,0.338838763564179,0.606650261591642,0.973828362751065
"Lesueurigobius_suerii",0.192479563568683,0.325493276956761,0.577074403949829,0.909312233718807
"Leucoraja_circularis",0.339627847884909,0.229336038747238,0.317241453873142,0.934875228241022
"Leucoraja_fullonica",0.34525011249888,0.319508160659254,0.403016050122286,0.934266585514303
"Leucoraja_melitensis",0.326971915875435,0.351178745358501,0.446962376716075,0.973828362751065
"Leucoraja_naevus",0.34525011249888,0.283878839903215,0.252807776165946,0.637857577601948
"Lichia_amia",0.379201192512945,0.374429209575854,0.761340552244955,0.999391357273281
"Limanda_limanda",0.0641928502216296,0.147294224090846,0.0868606447465329,0.390748630553865
"Liparis_liparis",0.0608529012963716,0.012203598942588,0.556382600734572,0.933657942787584
"Liparis_montagui",0.0608529012963716,0.12388020595464,0.6452170502056,0.975654290931223
"Lipophrys_pholis",0.148159561684196,0.254197127104282,0.841582046228996,1
"Lithognathus_mormyrus",0.120681389061439,0.00818189841762116,0.431537363564058,0.973828362751065
"Lobianchia_dofleini",0.310552036478173,0.36679756439055,0.649077681257019,0.94765672550213
"Lobianchia_gemellarii",0.310552036478173,0.336905615059101,0.759784897885421,0.992087644552648
"Lophius_budegassa",0.26360056778636,0.320212091940227,0.227628454189123,0.454656116859404
"Lophius_piscatorius",0.26360056778636,0.375182877586623,0.178493870477325,0.196591600730371
"Lota_lota",0.25843221202081,0.0406223148992793,0.941649918026181,0.999391357273281
"Lumpenus_lampretaeformis",0.0631260731150139,0.360162094815899,0.394307810647056,0.916007303712721
"Lycenchelys_sarsii",0.026720224433228,0.472272318417051,0.776625923257509,0.996348143639683
"Lycodes_gracilis",0.10379031107891,0.262832076279497,0.488207588813896,0.983566646378576
"Lycodes_pallidus",7.82832136163174e-05,0.287310759530996,0.726955197590149,0.998782714546561
"Lycodes_terraenovae",0.00540945734848412,0.454124873554517,0.75281736095357,0.999391357273281
"Lycodes_vahlii",7.82832136163174e-05,0.474363976952438,0.502301375966453,0.978088861838101
"Macroparalepis_affinis",0.326989093388303,0.279327818771741,0.886087016703377,1
"Macroramphosus_scolopax",0.577662419501595,0.22368476304697,0.282587122877051,0.738283627510651
"Macrourus_berglax",0.156731246298257,0.159522378281297,0.440721473825714,0.993304930006086
"Magnisudis_atlantica",0.254903844782617,0.190897804089062,0.885787471073453,1
"Malacocephalus_laevis",0.19783652565093,0.193249114589012,0.363814701017923,0.922702373706634
"Malacoraja_kreffti",0.355522860287209,0.23197262969545,0.742543961118432,1
"Malacosteus_niger",0.298121772532826,0.166684833384593,0.725336557678276,0.997565429093122
"Manducus_maderensis",0.464811820285961,0.0832936749120005,0.881436503073337,0.999391357273281
"Maurolicus_muelleri",0.400379379645295,0.374200867401679,0.451738312013204,0.707242848447961
"Melanogrammus_aeglefinus",0.0572288743564653,0.0270139366775157,0.0690063447550228,0.398052343274498
"Melanonus_zugmayeri",0.367068925924775,0.0828855926591876,0.807769996607113,0.999391357273281
"Melanostigma_atlanticum",0.026720224433228,0.415192910863217,0.799612204512213,0.988435788192331
"Melanostomias_bartonbeani",0.318769032398733,0.319167996254497,0.779401551085109,0.998782714546561
"Merlangius_merlangus",0.0572288743564653,0.167904977267247,0.063654056321556,0.201460742544127
"Merluccius_merluccius",0.367068925924775,0.0766245700718599,0.118865071870678,0.0943396226415094
"Micrenophrys_lilljeborgii",0.0813363709014546,0.0200775846535487,0.897815310962285,0.997565429093122
"Microchirus_azevia",0.101898711863414,0.163454677735444,0.625589319634124,0.993304930006086
"Microchirus_boscanion",0.068975903758832,0.172010975424216,0.573816650172667,0.990261716372489
"Microchirus_ocellatus",0.0558010873392745,0.172029699786722,0.565072715027706,0.966524650030432
"Microchirus_variegatus",0.0479578311271925,0.169548501373338,0.274549364513205,0.508216676810712
"Microichthys_coccoi",0.154879891350825,0.330828085326207,0.801388821630596,0.986001217285454
"Micromesistius_poutassou",0.148992155139196,0.130570295985982,0.0416222084849192,0.402312842361534
