"","genus_sp","ED","evol_dist_scaled","global_di","funct_dist_scaled","scarcity_average","scarcity_scaled","biomass","biomass_log","biomass_log_scaled","scarcity_logbio_scaled"
"41","Arnoglossus_imperialis",29.3519509368568,0.116512164375085,0.295697910594978,0.074931270845749,0.988679756206843,0.988541631714013,994.910790927,2.99778414130347,0.610964152066154,0.389035847933846
"42","Arnoglossus_kessleri",26.4251605544918,0.096453815420906,0.308830647114018,0.123479055181154,0.999984575050019,0.999984817059407,0.254,-0.595166283380062,0.225628247880651,0.774371752119349
"43","Arnoglossus_laterna",37.4027116868568,0.171686928322348,0.292640701654737,0.0636296871975972,0.94381148555151,0.943124191208437,5169.720043452,3.71346702532296,0.687719542101358,0.312280457898642
"44","Arnoglossus_rueppelii",26.4251605544918,0.096453815420906,0.298455563416019,0.0851254854508856,0.996689167656246,0.996649075185199,184.379439085,2.26571248944109,0.532451103302389,0.467548896697611
"45","Arnoglossus_thori",29.3519509368568,0.116512164375085,0.296842994983546,0.0791643040647919,0.990095332554789,0.989974534155425,666.602543544,2.82386696645775,0.592311923701921,0.407688076298079
"46","Artediellus_atlanticus",30.4575145531093,0.124088990149645,0.276144566941594,0.0026484294635121,0.999959314657882,0.999959247490082,0.07,-1.15490195998574,0.16559784735857,0.83440215264143
"47","Atherina_boyeri",60.4560760664218,0.329679940079993,0.301086060082536,0.0948496419262657,0.999983821282766,0.999984054066342,0.14355556,-0.84297998233461,0.199050782436047,0.800949217563953
"48","Atherina_presbyter",60.4560760664218,0.329679940079993,0.354505530587523,0.292325387337557,0.991987689396895,0.991890052695283,293.242362795,2.46722671016803,0.554063053168603,0.445936946831397
"49","Aulopus_filamentosus",118.007893915126,0.72410328256202,0.308864990152581,0.123606011084606,0.999209640830462,0.999200397952131,48.995689144,1.69015787057276,0.470724156571889,0.529275843428111
"50","Auxis_rochei",43.9210072400989,0.216359156159776,0.38310507443364,0.398049315074871,0.998909606051674,0.998896690866563,14.46,1.16016829295851,0.413883958695553,0.586116041304447
"51","Bajacalifornia_megalops",39.0150850847435,0.182737104123839,0.303796159089878,0.104868064358274,0.995953493790436,0.995904396962839,30.863,1.48943813884058,0.449197413874986,0.550802586125014
"52","Balistes_capriscus",75.0640337762251,0.429793537219243,0.425185085143881,0.553606481841325,0.997318742695085,0.997286355972995,150.952171,2.17883936344418,0.523134154667233,0.476865845332767
"53","Bathophilus_nigerrimus",55.8513031874025,0.298121772532826,0.352927767387017,0.286492870445175,0.999994546132086,0.999994910183567,0.12333333,-0.908919542390356,0.191978911969614,0.808021088030386
"54","Bathygadus_melanobranchus",70.8045158026825,0.400601525927722,0.343856966742877,0.252960843606543,0.999349092968179,0.999341556928745,2.16632047,0.335722703470087,0.325464011541605,0.674535988458395
"55","Bathypterois_dubius",92.6392851060849,0.550243066593077,0.324151537844136,0.18011578872969,0.99991296371386,0.999912329228875,6.492524059,0.812413567646212,0.376588041503821,0.623411958496179
"56","Bathyraja_brachyurops",58.9764448175173,0.319539494049808,0.388045217274228,0.416311540077499,0.970155532911225,0.969790679266935,1067.60772751,3.02841170861754,0.614248890219758,0.385751109780242
"57","Bathyraja_pallida",58.9764448175173,0.319539494049808,0.402513664825532,0.469797047105715,0.999482150695858,0.999476243230276,3.2735,0.515012345258015,0.344692424979993,0.655307575020007
"58","Bathyraja_richardsoni",62.8028047078223,0.345762916938739,0.406002441703985,0.482694007860536,0.995884628369153,0.995834688656093,29.58,1.47099816966087,0.447219768386699,0.552780231613301
"59","Bathysaurus_ferox",92.6392851060849,0.550243066593077,0.34263997503789,0.248461990625975,0.998857111515839,0.998843553818415,12.178,1.0855759697185,0.405884098713205,0.594115901286795
"60","Bathysolea_profundicola",21.0149349111788,0.0593755898915703,0.34442414682353,0.255057538091728,0.998821625800886,0.998807633772375,111.26553044,2.04636064269704,0.508926107906072,0.491073892093928
"61","Bellottia_apoda",37.5282577256175,0.172547340557692,0.380879175717183,0.389820835756617,0.999994950292637,0.999995319290883,0.135882052,-0.866837903327268,0.196492073722858,0.803507926277142
"62","Belone_belone",68.9718610664118,0.388041682751341,0.360737444823502,0.315362903386585,0.998991905641641,0.998979997770894,61.591407444,1.78952012839905,0.481380536687342,0.518619463312658
"63","Benthocometes_robustus",36.9004650201793,0.168244850966213,0.376061083060662,0.372009793643829,0.999888373738044,0.999887438281501,5.233180784,0.718765738014545,0.366544521042692,0.633455478957308
"64","Benthodesmus_elongatus",55.634472518868,0.296635753841621,0.365143335395858,0.331650158141298,0.999831147994991,0.999829512118033,1.529,0.18440748541232,0.309235792536203,0.690764207463797
"65","Benthosema_glaciale",56.1479088641605,0.300154518096721,0.360094280427091,0.312985317697272,0.999824769724491,0.99982305578003,7.1153524374,0.85219641641289,0.380854663134686,0.619145336865314
"66","Beryx_decadactylus",54.2533058708515,0.287170121196143,0.337311838625883,0.228765469869263,0.998564494630802,0.998547355418678,115.7480907,2.06351383592936,0.510765749549451,0.489234250450549
"67","Beryx_splendens",54.2533058708515,0.287170121196143,0.341073203392547,0.242670106213258,0.996891356176822,0.996853738413133,99.0892378,1.9960264878063,0.50352788227151,0.49647211772849
"68","Blennius_ocellaris",43.3891246715971,0.212713973291219,0.331439888877704,0.207058634466784,0.991315284385091,0.991209417712628,748.225489587,2.87403249910199,0.597692064977351,0.402307935022649
"69","Boops_boops",28.3407304504764,0.109581906059475,0.322660181446355,0.17460269184682,0.693209909557654,0.689455351244978,32491.49021193,4.51176963058094,0.773335712616102,0.226664287383898
"70","Borostomias_antarcticus",69.1066796874005,0.388965643333419,0.318584089535023,0.159534603733141,0.999954285621816,0.999954156900608,1.291041667,0.110940258886222,0.301356596662264,0.698643403337736
"71","Bothus_podas",39.7297200201968,0.187634754805124,0.32840601835881,0.195843325955928,0.990286503997973,0.990168045461307,891.56610373,2.95015354876866,0.605855877452844,0.394144122547156
"72","Brama_brama",44.8061547650985,0.222425391049486,0.364287507783567,0.328486420386448,0.990773993572978,0.990661501715504,432.559103,2.63604545596984,0.572168486410904,0.427831513589096
"73","Brosme_brosme",48.4628919787578,0.247486328623718,0.291750999108487,0.0603407239814846,0.994218217903295,0.994147881986579,426.718724,2.63014169969426,0.571535321742972,0.428464678257028
"74","Buenia_jeffreysii",45.2652637213423,0.225571830134367,0.362918978579604,0.323427378765201,0.999987489235258,0.999987766913118,0.749345015,-0.125318177479452,0.27601840730875,0.72398159269125
"75","Buglossidium_luteum",40.3011958659579,0.191551284667402,0.319154490002133,0.161643203020266,0.904085086382018,0.902911556657817,8257.482153792,3.91684764376,0.709531658951299,0.290468341048701
"76","Callanthias_ruber",38.255999351778,0.177534816112472,0.284616087811322,0.033965098885772,0.998312149257699,0.998291921438219,93.785058345,1.97213365292914,0.500965429122227,0.499034570877773
"77","Callionymus_fasciatus",32.1290000868622,0.135544282715143,0.277838294796524,0.00890963286957795,0.999956234022938,0.999956129149387,0.1,-1,0.182210736420759,0.817789263579241
"78","Callionymus_lyra",40.9936972359389,0.196297246050226,0.277049195205868,0.00599256857831027,0.708184452727968,0.704613176888857,27552.023639991,4.44015350240398,0.765655042903615,0.234344957096385
"79","Callionymus_maculatus",26.4637549486547,0.0967183167088898,0.276968901661127,0.00569574744830708,0.985449963891528,0.985272308020818,1202.65488923128,3.08014102118441,0.619796743397444,0.380203256602556
"80","Callionymus_reticulatus",26.4637549486547,0.0967183167088898,0.279586932557283,0.0153738217130067,0.999710452976706,0.999707339840559,24.006722914,1.3803328798612,0.437496118657723,0.562503881342277
"81","Callionymus_risso",65.5662502359195,0.364701804756748,0.28753156091275,0.0447427276883108,0.999912831211763,0.999912195105005,4.977147657,0.696980525146089,0.364208105644119,0.635791894355881
"82","Capros_aper",70.8856504549722,0.40115757093105,0.34281594913912,0.249112514049081,0.185780208725066,0.175814911983082,249696.61454215,5.39741265410293,0.86831894781743,0.13168105218257
"83","Caranx_rhonchus",37.1997533682765,0.170295981843308,0.338553262315412,0.23335464056196,0.999025580304231,0.999014084598008,39.678,1.59854977308763,0.46089939282546,0.53910060717454
"84","Carapus_acus",61.4781091035254,0.336684300701253,0.322977119169455,0.175774315461328,0.999741393622879,0.999738659187979,19.085464725,1.28070273934647,0.426811008722549,0.573188991277451
"85","Cataetyx_alleni",40.6500666399964,0.193942221773026,0.383043740993991,0.397822583761384,0.999974142932362,0.999974257256765,1.48189171,0.170816468509865,0.307778186344108,0.692221813655892
"86","Cataetyx_laticeps",40.6500666399964,0.193942221773026,0.382530431323994,0.39592503201197,0.971761207375088,0.971416006549862,376.66806154,2.57595879704164,0.565724326511419,0.434275673488581
"87","Centracanthus_cirrus",64.5919088934253,0.358024292501005,0.309877132326105,0.127347596845179,0.913080436674231,0.912017006472492,5955.605137967,3.7749258959158,0.694310868635511,0.305689131364489
"88","Centrolabrus_exoletus",25.585549647901,0.0906996593830812,0.398983184709167,0.456745922000049,0.999960592857625,0.999960541334483,0.999449,-0.000239362209875051,0.289432830743384,0.710567169256616
"89","Centrolophus_niger",33.4379077303755,0.144514698369293,0.308450812857406,0.122074921964405,0.978821991827882,0.978563212205967,1150.121061899,3.06074355665579,0.61771640867262,0.38228359132738
"90","Centrophorus_granulosus",102.979929420589,0.621111227606977,0.479025844637661,0.752639606169124,0.958849790287095,0.958346558833876,2276.2182474,3.35721390056019,0.649512190559216,0.350487809440784
"91","Centrophorus_squamosus",102.979929420589,0.621111227606977,0.472158730111645,0.727253945341149,0.95656535017454,0.956034158079731,1744.83535,3.24175445137533,0.637129422641586,0.362870577358414
"92","Centroscyllium_fabricii",118.921623327207,0.730365399421378,0.382262525379724,0.394934664163981,0.996975283424654,0.996938692897216,27.4221,1.43810071024524,0.443691589377536,0.556308410622464
"93","Centroscymnus_coelolepis",90.5676604211152,0.536045476262185,0.433534000141551,0.584469914162064,0.96432197361362,0.963885719515535,1010.212619,3.00441278916924,0.61167505973728,0.38832494026272
"94","Cepola_macrophthalma",100.436450078682,0.603679847312326,0.323009267690793,0.175893158893414,0.898876474209561,0.897639193136691,6605.037932158,3.81987531607312,0.699131593502724,0.300868406497276
"95","Ceratoscopelus_maderensis",56.5907152326701,0.303189229674365,0.357538075910757,0.303535796997892,0.99962040575385,0.999616190475384,26.3704747466,1.42111794844997,0.441870226124932,0.558129773875068
"96","Chauliodus_sloani",79.4766915785032,0.460035070930296,0.327533293846134,0.192617125432971,0.999422062630582,0.999415419710896,35.473654926,1.54990593706001,0.455682450111755,0.544317549888245
"97","Chaunax_pictus",73.3537639724406,0.418072442078025,0.374108510519088,0.364791719138938,0.999594241939376,0.99958970642619,7.3161176,0.864280677753066,0.382150673159745,0.617849326840255
"98","Chelidonichthys_cuculus",17.8745080691934,0.037853113310684,0.315267462738467,0.147274030149959,0.646747607309044,0.642424368831182,40187.2730728,4.60408853792593,0.783236709131614,0.216763290868386
"99","Chelidonichthys_lastoviza",18.3054520691934,0.0408065278031578,0.308402794929516,0.121897414100442,0.987257329918983,0.987101795492138,998.393611929,2.99930179357947,0.611126916881386,0.388873083118614
"100","Chelidonichthys_lucerna",20.5325439441932,0.0560695907990345,0.314346955382265,0.143871190799359,0.867329245696098,0.865705839049291,12672.094315472,4.102848396611,0.72947982405445,0.27052017594555
"101","Chelidonichthys_obscurus",18.3054520691934,0.0408065278031578,0.304713284375959,0.108258401210968,0.988898636414064,0.988763190928222,663.73132469,2.82199231458191,0.592110871477362,0.407889128522638
"102","Chelon_auratus",46.5000203829323,0.234034062394286,0.323229654478695,0.176707862686028,0.974816679614412,0.974508876558424,1378.617862,3.13944390111144,0.626156844750499,0.373843155249501
"103","Chelon_labrosus",44.3549013829323,0.219332789043964,0.298199734583415,0.0841797630590575,0.993759268938675,0.993683315668527,299.632104,2.47658834388418,0.555067067465011,0.444932932534989
"104","Chelon_ramada",44.3549013829323,0.219332789043964,0.339294663322599,0.236095377509723,0.986112738610581,0.985943194839756,813.198092,2.91019635098562,0.601570557279576,0.398429442720424
"105","Chiasmodon_niger",76.5321237460908,0.439854886706084,0.337816490813893,0.23063101750683,0.99995902613538,0.999958955436179,0.3175,-0.498256270372006,0.236021630219173,0.763978369780827
"106","Chirolophis_ascanii",29.527110809615,0.117712598089684,0.374595329950685,0.366591344429612,0.999968733316899,0.999968781429752,0.557486364,-0.253765750902188,0.262242692090068,0.737757307909932
"107","Chlopsis_bicolor",107.102100271149,0.649361949581288,0.321816003239456,0.171482018446437,0.99997570802755,0.999975841508098,1.332486063,0.124662675264202,0.302828295154481,0.697171704845519
"108","Chlorophthalmus_agassizi",82.7721734360982,0.482620195396364,0.317293561872731,0.154763910394629,0.866578809815017,0.864946218130444,9517.631929069,3.97852890551998,0.716146836441169,0.283853163558831
"109","Chromis_chromis",72.8793869315887,0.41482136530854,0.397298270906245,0.450517301498192,0.99952697665052,0.999521617836858,16.32938061,1.21296971181807,0.419546792877384,0.580453207122616
"110","Ciliata_mustela",28.4645424266736,0.110430434139324,0.296832934421107,0.0791271131857362,0.999481189917414,0.999475270692285,57.624346153,1.7606060106102,0.478279562166416,0.521720437833584
"111","Ciliata_septentrionalis",28.4645424266736,0.110430434139324,0.319235230358435,0.161941675878472,0.999952768794696,0.999952621508125,2.862493928,0.456744574111651,0.338443336730595,0.661556663269405
"112","Citharus_linguatula",74.9430045219134,0.428964080135034,0.296355028534644,0.0773604385954835,0.953920716998257,0.953357155641514,3010.260793315,3.47860412223547,0.66253102057345,0.33746897942655
"113","Clupea_harengus",66.4292979775297,0.370616581868782,0.348399491432615,0.269753193674324,0.0425255204855515,0.0308068431354405,4219233.83142417,6.62523359480192,1,0
"114","Coelorinchus_caelorhincus",37.400468889064,0.171671557621039,0.314551902029224,0.144628817026186,0.714680815766415,0.711189052836201,37934.252110269,4.57903152618617,0.780549400615305,0.219450599384695
"115","Coelorinchus_labiatus",33.2263695696201,0.143064951140683,0.323265100732742,0.176838896845926,0.994915933700661,0.99485413754878,107.856242,2.03284528423422,0.50747661591256,0.49252338408744
"116","Coelorinchus_occa",33.2263695696201,0.143064951140683,0.320054962832084,0.164971980741878,0.998804902489491,0.998790705774277,19.645584703,1.29326495905811,0.428158278714895,0.571841721285105
"117","Conger_conger",96.3208572346368,0.575474206786589,0.409710714178662,0.496402377939882,0.777925577361736,0.775207905247743,24965.19678274,4.39733499363652,0.761062853521198,0.238937146478802
"118","Conocara_murrayi",34.4730897514215,0.151609173714826,0.304547240677879,0.107644587507103,0.999484664764902,0.999478788070529,1.715,0.234264124378789,0.314582805654951,0.685417194345049
"119","Coregonus_albula",49.0144944121417,0.251266658830983,0.335503504224385,0.222080600466534,0.99999168431696,0.999992013340958,0.019,-1.72124639904717,0.104858671831152,0.895141328168848
"120","Coregonus_lavaretus",49.0144944121417,0.251266658830983,0.291834809622294,0.0606505462902953,0.979705661987371,0.979457698137985,218.648,2.3397455091543,0.540390979231317,0.459609020768683
"121","Coris_julis",54.5557120339734,0.289242619582888,0.339049111978819,0.235187647908674,0.998004550337633,0.997980557629282,93.49458431,1.97078645501796,0.500820945156722,0.499179054843278
"122","Coryphaenoides_guentheri",32.9934830800373,0.141468896123243,0.317537297277831,0.155664927015538,0.89642155287868,0.895154224541675,900.15891,2.95431918459941,0.606302632587098,0.393697367412902
"123","Coryphaenoides_mediterraneus",40.374067955037,0.192050703348213,0.31691720936244,0.153372648148772,0.988983818389735,0.988849415497516,149.7381,2.17533231814189,0.522758031895459,0.477241968104541
"124","Coryphaenoides_rupestris",32.9934830800373,0.141468896123243,0.318499882268375,0.159223314748185,0.902112643951618,0.900914972313804,6266.56625326,3.79702963560713,0.696681445324053,0.303318554675947
"125","Coryphoblennius_galerita",33.9697436715821,0.148159561684196,0.368849457181749,0.345350577769856,0.999987977493474,0.999988261147421,0.04,-1.39794000867204,0.139532559733495,0.860467440266505
"126","Cottunculus_thomsonii",24.2193164281113,0.0813363709014546,0.328634221193395,0.196686923326675,0.999388499477846,0.999381445758473,1.9306,0.285692301854088,0.320098362766987,0.679901637233012
"127","Cottus_gobio",38.5563259992947,0.179593062829568,0.34105973839545,0.242620330161314,0.999957894122675,0.999957809568087,0.058,-1.23657200643706,0.156838917377797,0.843161082622203
"128","Cryptopsaras_couesii",73.3537639724406,0.418072442078025,0.347333763747128,0.265813518362915,0.999994296931125,0.999994657932485,0.018,-1.74472749489669,0.102340376772505,0.897659623227495
"129","Crystallogobius_linearis",51.5172517613578,0.268418956638401,0.39868105670724,0.455629045478698,0.999872631020825,0.999871502879663,8.950238146,0.951834591083254,0.391540634715098,0.608459365284902
"130","Ctenolabrus_rupestris",29.1857375515483,0.115373044162219,0.336497376226188,0.225754646887139,0.999092450714928,0.999081773476029,61.702125469,1.79030012454474,0.481464189530976,0.518535810469024
"131","Cubiceps_gracilis",50.6544499456522,0.262505864945194,0.339288934996308,0.236074201607124,0.999928219179419,0.999927771415286,2.572,0.410270964252184,0.333459145923805,0.666540854076195
"132","Cyclopterus_lumpus",43.467637628764,0.213252050873326,0.439894068189286,0.607981176380133,0.946119565147595,0.945460520784019,5293.67678771,3.72375742136292,0.688823164081568,0.311176835918432
"133","Cyclothone_braueri",77.3113602465283,0.445195275186853,0.370351610251135,0.350903586706386,0.999981430384505,0.999981633904434,0.1652,-0.781989957015637,0.205591826362266,0.794408173637734
"134","Cyclothone_pygmaea",77.3113602465283,0.445195275186853,0.352801706639851,0.286026861707566,0.999996353908706,0.999996740086657,0.035,-1.45593195564972,0.133313053009827,0.866686946990173
"135","Cyttopsis_rosea",73.1564427727234,0.416720128805494,0.338229849776507,0.232159081497223,0.999803079301905,0.999801099875268,11.91826947,1.07621320052248,0.404879962639118,0.595120037360882
"136","Dactylopterus_volitans",104.594947597646,0.632179529032984,0.327419602118919,0.19219684124882,0.996617521471659,0.996576552079707,259.89160609,2.41479225299981,0.548439574808149,0.451560425191851
"137","Dalatias_licha",143.601504279093,0.899505515250413,0.439381818011637,0.606087541255858,0.982922957488314,0.982714372060753,1273.8879747,3.10513123796104,0.622476888303219,0.377523111696781
"138","Dalophis_imberbis",65.3994045758861,0.363558351337396,0.331446527725368,0.207083176293549,0.999493415250257,0.999487645658357,20.66265333,1.31518608933212,0.43050927095149,0.56949072904851
"139","Dasyatis_pastinaca",95.408547648994,0.569221820509346,0.402288637515993,0.46896518869774,0.921879540687754,0.920923808031805,6288.3992675,3.79854010843961,0.69684344016001,0.30315655983999
"140","Dasyatis_tortonesei",95.408547648994,0.569221820509346,0.417579441756922,0.525490701528002,0.984595082323779,0.984406963041494,345.056,2.5378895835294,0.561641488432276,0.438358511567724
"141","Deania_profundorum",127.114605584763,0.786514858599481,0.477765741278629,0.747981382346094,0.999318870713662,0.999310964765811,24.0445283,1.38101626160461,0.437569409822608,0.562430590177392
"142","Deltentosteus_collonianus",41.2525021692998,0.198070929500772,0.369137847123401,0.346416668806674,0.998970627115553,0.99895845880408,25.916656091,1.4135789657591,0.441061687078062,0.558938312921938
"143","Deltentosteus_quadrimaculatus",41.2525021692998,0.198070929500772,0.370624372277536,0.351911906032172,0.987364121435322,0.987209894094312,696.3527909579,2.84282932057073,0.594345593806972,0.405654406193028
"144","Dentex_canariensis",32.3013935549624,0.13672575726194,0.277272411886407,0.00681773363444168,0.998222235524052,0.998200907196108,9.343,0.97048634884765,0.393540994055828,0.606459005944172
"145","Dentex_dentex",34.5199728049624,0.151930480171765,0.327444944850131,0.192290525717975,0.983129195017119,0.982923133855173,1218.9421737,3.08598310328968,0.62042329364843,0.37957670635157
"146","Dentex_gibbosus",32.3013935549624,0.13672575726194,0.315630937245726,0.148617686284707,0.99533043147501,0.99527370861161,178.612,2.25191063349268,0.53097088509376,0.46902911490624
"147","Dentex_macrophthalmus",41.4534623013272,0.199448181687458,0.301535932033649,0.0965126834735847,0.996972810730521,0.996936189938287,234.79620499,2.37069107313256,0.543709821816556,0.456290178183444
"148","Dentex_maroccanus",41.4534623013272,0.199448181687458,0.279456989398641,0.0148934608657112,0.995110269671869,0.995050852115255,220.35911774,2.34313102490379,0.540754068230124,0.459245931769876
"149","Diaphus_holti",36.7679077927396,0.16733638852886,0.371400216230205,0.354779968209274,0.999979630731467,0.999979812224356,1.220380122,0.0864951250798262,0.298734910686997,0.701265089313003
"150","Diaphus_metopoclampus",41.3946321677368,0.199044997586647,0.355417958649557,0.295698359963099,0.99959444007767,0.999589906989618,33.516181942,1.52525453931493,0.453038642789986,0.546961357210014
