"","genus_sp","ED","evol_dist_scaled","global_di","funct_dist_scaled","scarcity_average","scarcity_scaled","biomass","biomass_log","biomass_log_scaled","scarcity_logbio_scaled","Ri","restrictedness_scaled"
"726","Alopias_vulpinus",158.265038756318,1,0.545939688840802,1,0.996642474717035,0.996601810742918,32.6,1.51321760006794,0.451747707953674,0.548252292046326,0.999135322092521,0.999391357273281
"2506","Apogon_imberbis",100.662499261686,0.605229043804438,0.401944016986288,0.467691230057861,0.999927425468189,0.999926967989345,0.58871429,-0.230095422328098,0.264781281935562,0.735218718064438,0.996973627323822,0.996348143639683
"2531","Apristurus_melanoasper",90.5285945053027,0.535777743466456,0.379535683780054,0.384854349394425,0.999509270326608,0.999503694794558,5.056,0.703807065274329,0.364940236818182,0.635059763181818,0.998270644185041,0.998174071819842
"6297","Balistes_capriscus",75.0640337762251,0.429793537219243,0.425185085143881,0.553606481841325,0.997318742695085,0.997286355972995,150.952171,2.17883936344418,0.523134154667233,0.476865845332767,0.98400345871163,0.978088861838101
"12234","Centrophorus_granulosus",102.979929420589,0.621111227606977,0.479025844637661,0.752639606169124,0.958849790287095,0.958346558833876,2276.2182474,3.35721390056019,0.649512190559216,0.350487809440784,0.965412883700821,0.951917224589166
"12314","Centrophorus_squamosus",102.979929420589,0.621111227606977,0.472158730111645,0.727253945341149,0.95656535017454,0.956034158079731,1744.83535,3.24175445137533,0.637129422641586,0.362870577358414,0.995676610462603,0.994522215459525
"12324","Centroscyllium_fabricii",118.921623327207,0.730365399421378,0.382262525379724,0.394934664163981,0.996975283424654,0.996938692897216,27.4221,1.43810071024524,0.443691589377536,0.556308410622464,0.99956766104626,1
"12325","Centroscymnus_coelolepis",90.5676604211152,0.536045476262185,0.433534000141551,0.584469914162064,0.96432197361362,0.963885719515535,1010.212619,3.00441278916924,0.61167505973728,0.38832494026272,0.994811932555123,0.993304930006086
"13088","Chaunax_pictus",73.3537639724406,0.418072442078025,0.374108510519088,0.364791719138938,0.999594241939376,0.99958970642619,7.3161176,0.864280677753066,0.382150673159745,0.617849326840255,0.997838305231301,0.997565429093122
"15775","Chromis_chromis",72.8793869315887,0.41482136530854,0.397298270906245,0.450517301498192,0.99952697665052,0.999521617836858,16.32938061,1.21296971181807,0.419546792877384,0.580453207122616,0.996108949416342,0.995130858186245
"17853","Conger_conger",96.3208572346368,0.575474206786589,0.409710714178662,0.496402377939882,0.777925577361736,0.775207905247743,24965.19678274,4.39733499363652,0.761062853521198,0.238937146478802,0.61219195849546,0.454656116859404
"19613","Dalatias_licha",143.601504279093,0.899505515250413,0.439381818011637,0.606087541255858,0.982922957488314,0.982714372060753,1273.8879747,3.10513123796104,0.622476888303219,0.377523111696781,0.942931258106355,0.920267802799757
"19797","Dasyatis_pastinaca",95.408547648994,0.569221820509346,0.402288637515993,0.46896518869774,0.921879540687754,0.920923808031805,6288.3992675,3.79854010843961,0.69684344016001,0.30315655983999,0.950281020319931,0.930614729153987
"19912","Dasyatis_tortonesei",95.408547648994,0.569221820509346,0.417579441756922,0.525490701528002,0.984595082323779,0.984406963041494,345.056,2.5378895835294,0.561641488432276,0.438358511567724,0.995244271508863,0.993913572732806
"19923","Deania_profundorum",127.114605584763,0.786514858599481,0.477765741278629,0.747981382346094,0.999318870713662,0.999310964765811,24.0445283,1.38101626160461,0.437569409822608,0.562430590177392,0.997405966277562,0.996956786366403
"24817","Etmopterus_princeps",75.9849669525932,0.436105024070634,0.40968734188014,0.496315977568839,0.983112156434131,0.982905886726682,352.5931356,2.54727385305672,0.56264793036885,0.43735206963115,0.994811932555123,0.993304930006086
"24829","Etmopterus_pusillus",79.2857185854542,0.458726264205195,0.40842978149143,0.49166715434366,0.999213756419446,0.999204563914293,9.213,0.964401071162731,0.392888361622374,0.607111638377626,0.997838305231301,0.997565429093122
"24834","Etmopterus_spinax",75.9849669525932,0.436105024070634,0.405891630085995,0.482284370575555,0.901108411953227,0.899898448913758,9543.161146697,3.97969225742552,0.716271603333394,0.283728396666606,0.869433635970601,0.816798539257456
"26641","Fistularia_commersonii",94.4713473181554,0.56279884898764,0.38073332234367,0.389281659621344,0.999943929594013,0.999943674119129,0.56,-0.2518119729938,0.2624522304048,0.7375477695952,0.998702983138781,0.998782714546561
"29412","Galeorhinus_galeus",101.90841190482,0.613767732025152,0.444928974737609,0.626593714361267,0.884782602524843,0.883372818048355,13205.0365007,4.12073960599964,0.731398616281413,0.268601383718587,0.921746649373109,0.890444309190505
"32597","Heptranchias_perlo",140.572806563836,0.878748758628764,0.478939289022656,0.75231963604529,0.977985481089202,0.977716462907379,2020.400932,3.30543756017805,0.643959293753431,0.356040706246569,0.980112408127972,0.972611077297626
"32643","Hexanchus_griseus",140.572806563836,0.878748758628764,0.530254341465268,0.942015979646794,0.965427816547997,0.965005097529151,3266.732273,3.5141135430695,0.666339326608005,0.333660673391995,0.969736273238219,0.95800365185636
"35081","Lamna_nasus",158.265038756318,1,0.539674871682763,0.976840851725893,0.989379067497327,0.989249502297535,150.796,2.17838982163344,0.523085942312584,0.476914057687416,0.999135322092521,0.999391357273281
"39647","Lichia_amia",67.681911337038,0.379201192512945,0.376715563020978,0.374429209575854,0.999965809860895,0.999965822191805,0.336,-0.473660722610156,0.238659447755045,0.761340552244955,0.999135322092521,0.999391357273281
"43965","Maurolicus_muelleri",70.7721015893107,0.400379379645295,0.376653793824903,0.374200867401679,0.997035504190702,0.996999650741573,258.900923794,2.4131336000599,0.548261687986796,0.451738312013204,0.791612624297449,0.707242848447961
