OID_First,OID,spNum,rare2d_PD_FD,rare3d_restrict,rare3d_scarce,rare2d_FD_TD_restrict,rare2d_FD_TD_scarce,rare4d_restrict_scarce,rare2d_PD_TD_restrict,rare2d_PD_TD_scarce,ID_f,NomActive,EffActive,NV,P,GT,NomActiveHours,EffActiveHours,xcoord,ycoord
21690,21690,55,1,0,0,0,0,0,0,0,3670,1863.403,11970.6,0.04525035,9.304994,1.308224,16197.14,103862.2,2.25,52.75
21692,21692,24,0,0,0,0,0,0,0,0,3744,0.1555765,0.66588,3.55E-06,0.000777407,0.000108636,1.548567,6.625774,2.75,52.75
21694,21694,48,1,0,0,0,0,0,0,0,3830,1.24332,7.987154,3.02E-05,0.006208578,0.000872887,13.29502,85.32594,3.25,52.75
21695,21695,20,0,0,0,0,0,0,0,0,3936,2.486639,15.97431,6.04E-05,0.01241716,0.001745774,24.3381,156.1383,3.75,52.75
21699,21699,16,0,0,0,0,0,0,0,0,4128,53.2762,70.04729,0.00144099,0.2647398,0.04112215,408.6844,537.3363,4.75,52.75
21863,21863,47,6,0,0,0,0,0,0,0,158,147.9095,950.1791,0.003591793,0.7385936,0.1038416,1830.194,11765.38,-14.25,52.75
21865,21865,45,4,0,0,0,0,0,0,0,200,591.6382,3800.716,0.01436717,2.954374,0.4153665,7428.985,47748.09,-13.75,52.75
21867,21867,44,4,0,0,0,0,0,0,0,244,4.669953,11.9613,0.000134863,0.02330694,0.003324078,56.8552,145.625,-13.25,52.75
21871,21871,43,6,0,0,0,0,0,0,0,313,4.669953,11.9613,0.000134863,0.02330694,0.003324078,54.80925,140.3847,-12.25,52.75
21872,21872,57,2,0,0,0,0,0,1,1,313,4.669953,11.9613,0.000134863,0.02330694,0.003324078,54.80925,140.3847,-12.25,52.75
21874,21874,24,0,0,0,0,0,0,0,0,356,184.1298,320.8823,0.005002004,0.9180652,0.1494213,2045.848,3571.341,-11.75,52.75
21882,21882,64,2,0,0,0,1,0,0,1,718,9.648299,43.74648,0.00022767,0.04825963,0.007851013,75.07957,339.45,-9.75,52.75
21883,21883,32,1,0,0,0,0,0,0,0,11363,2290.272,134266.8,0.03853413,11.54283,1.439977,18305.3,1073133,-9.25,52.75
21896,21896,40,0,0,0,0,0,0,0,0,1748,1955.523,2656.949,0.05226736,9.723382,1.56345,15240.5,20707.12,-6.25,52.75
21897,21897,51,3,0,0,0,0,0,0,0,1846,3911.045,5313.898,0.1045347,19.44676,3.126899,32392.99,44012.03,-5.75,52.75
21899,21899,54,3,0,0,0,0,0,0,0,1959,1955.523,2656.949,0.05226736,9.723382,1.56345,17105.55,23241.15,-5.25,52.75
21901,21901,41,1,0,0,0,0,0,0,0,2090,698.922,1691.151,0.02104254,3.494007,0.5375909,5617.317,13591.98,-4.75,52.75
21904,21904,52,0,0,0,0,1,0,0,0,2191,686.4963,1274.028,0.01715074,3.420692,0.5273505,5268.806,9841.471,-4.25,52.75
21927,21927,20,0,0,0,0,0,0,0,0,3590,698.412,1217.12,0.01897281,3.48226,0.5667613,5359.992,9380.865,1.75,52.75
21931,21931,43,0,0,0,0,0,0,0,0,3744,0.1555765,0.66588,3.55E-06,0.000777407,0.000108636,1.548567,6.625774,2.75,52.75
21933,21933,24,0,0,0,0,0,0,0,0,3830,1.24332,7.987154,3.02E-05,0.006208578,0.000872887,13.29502,85.32594,3.25,52.75
21934,21934,25,0,0,0,0,0,0,0,0,3830,1.24332,7.987154,3.02E-05,0.006208578,0.000872887,13.29502,85.32594,3.25,52.75
21937,21937,41,1,0,0,0,0,0,0,0,4037,1.24332,7.987154,3.02E-05,0.006208578,0.000872887,10.56066,67.71311,4.25,52.75
21938,21938,17,0,0,0,0,0,0,0,0,4037,1.24332,7.987154,3.02E-05,0.006208578,0.000872887,10.56066,67.71311,4.25,52.75
22104,22104,34,1,0,0,0,0,0,0,0,159,0.009045851,0.0178577,2.35E-07,4.51E-05,7.28E-06,0.1091521,0.215473,-14.25,53.25
22111,22111,50,5,0,0,0,0,0,0,0,316,268.8169,569.5206,0.006795249,1.339232,0.208188,3152.109,6698.368,-12.25,53.25
22114,22114,29,1,0,0,0,0,0,0,0,359,134.4084,284.7603,0.003397624,0.6696158,0.104094,1502.27,3195.601,-11.75,53.25
22115,22115,41,2,0,0,0,1,0,0,0,406,184.1298,320.8823,0.005002004,0.9180652,0.1494213,1899.315,3317.41,-11.25,53.25
22123,22123,64,4,0,0,0,0,0,0,0,44822,87.42945,166.1358,0.001081187,0.4365184,0.1558681,604.484,1148.124,-9.25,53.25
22137,22137,60,2,0,0,0,0,0,0,0,1852,15644.18,21255.59,0.4181389,77.78705,12.5076,125999.5,171194.3,-5.75,53.25
22138,22138,47,2,0,0,0,1,0,0,0,1852,15644.18,21255.59,0.4181389,77.78705,12.5076,125999.5,171194.3,-5.75,53.25
22140,22140,52,3,0,0,0,0,0,0,0,1965,3911.045,5313.898,0.1045347,19.44676,3.126899,34515.58,46895.98,-5.25,53.25
22141,22141,17,0,0,0,0,0,0,0,0,2093,686.4963,1274.028,0.01715074,3.420692,0.5273505,5396.509,10077.6,-4.75,53.25
22142,22142,53,3,0,0,0,0,0,0,0,2093,686.4963,1274.028,0.01715074,3.420692,0.5273505,5396.509,10077.6,-4.75,53.25
22143,22143,49,0,0,0,0,0,0,0,0,2192,2745.985,5096.112,0.06860297,13.68277,2.109402,20674.71,38625.13,-4.25,53.25
22163,22163,21,0,0,0,0,0,0,0,0,3370,119.9371,222.5841,0.002996389,0.5976256,0.09213287,960.9923,1794.241,0.75,53.25
22164,22164,9,0,0,0,0,0,0,0,0,3370,119.9371,222.5841,0.002996389,0.5976256,0.09213287,960.9923,1794.241,0.75,53.25
22167,22167,43,1,0,0,0,0,0,0,0,3594,1396.824,2434.24,0.03794562,6.964519,1.133523,12351.98,21597.97,1.75,53.25
22168,22168,45,2,0,0,0,0,0,0,0,3594,1396.824,2434.24,0.03794562,6.964519,1.133523,12351.98,21597.97,1.75,53.25
22173,22173,5,0,0,0,0,0,0,0,0,3834,1.244612,5.32704,2.84E-05,0.006219254,0.000869084,13.72899,58.7413,3.25,53.25
22174,22174,45,1,0,0,0,0,0,0,0,3834,1.244612,5.32704,2.84E-05,0.006219254,0.000869084,13.72899,58.7413,3.25,53.25
22177,22177,41,1,0,0,0,0,0,0,0,4039,637.6939,2013.674,0.01487581,3.18576,0.5042281,5676.027,18027.97,4.25,53.25
22345,22345,13,0,0,0,0,0,0,0,0,201,0.0180917,0.03571541,4.70E-07,9.02E-05,1.46E-05,0.222641,0.4395548,-13.75,53.25
22348,22348,37,2,0,0,0,0,0,0,0,246,9.339905,23.9226,0.000269726,0.04661389,0.006648156,113.6731,291.1545,-13.25,53.25
22351,22351,44,4,0,0,0,0,0,0,0,316,268.8169,569.5206,0.006795249,1.339232,0.208188,3152.109,6698.368,-12.25,53.25
22352,22352,55,6,0,0,0,0,0,0,0,316,268.8169,569.5206,0.006795249,1.339232,0.208188,3152.109,6698.368,-12.25,53.25
22356,22356,15,1,0,0,0,0,0,0,0,406,184.1298,320.8823,0.005002004,0.9180652,0.1494213,1899.315,3317.41,-11.25,53.25
22357,22357,55,3,0,0,0,0,0,0,0,462,3591.772,15373.08,0.0820407,17.94788,2.508053,33323.72,142577.3,-10.75,53.25
22359,22359,36,2,0,0,0,0,0,0,0,551,7183.544,30746.16,0.1640814,35.89577,5.016107,59323.34,253805.2,-10.25,53.25
22360,22360,38,2,0,0,0,0,0,0,0,551,7183.544,30746.16,0.1640814,35.89577,5.016107,59323.34,253805.2,-10.25,53.25
22377,22377,66,3,0,0,0,0,0,0,0,1852,15644.18,21255.59,0.4181389,77.78705,12.5076,125999.5,171194.3,-5.75,53.25
22379,22379,51,2,0,0,0,0,0,0,0,1965,3911.045,5313.898,0.1045347,19.44676,3.126899,34515.58,46895.98,-5.25,53.25
22384,22384,52,2,0,0,0,0,0,0,0,2192,2745.985,5096.112,0.06860297,13.68277,2.109402,20674.71,38625.13,-4.25,53.25
22385,22385,52,0,0,0,0,0,0,0,0,2294,686.4963,1274.028,0.01715074,3.420692,0.5273505,5319.561,9935.327,-3.75,53.25
22386,22386,57,1,0,0,0,0,0,0,0,2294,686.4963,1274.028,0.01715074,3.420692,0.5273505,5319.561,9935.327,-3.75,53.25
22387,22387,41,0,0,0,0,0,0,0,0,2430,0.2506518,0.5316283,6.37E-06,0.001249684,0.000201733,1.964644,4.196768,-3.25,53.25
22403,22403,64,2,0,0,0,0,0,0,0,3370,119.9371,222.5841,0.002996389,0.5976256,0.09213287,960.9923,1794.241,0.75,53.25
22404,22404,47,2,0,0,0,0,0,0,0,3370,119.9371,222.5841,0.002996389,0.5976256,0.09213287,960.9923,1794.241,0.75,53.25
22406,22406,21,0,0,0,0,0,0,0,0,3479,29.98427,55.64604,0.000749097,0.1494064,0.02303322,250.6787,467.8318,1.25,53.25
22407,22407,57,2,0,0,0,0,0,0,0,3594,1396.824,2434.24,0.03794562,6.964519,1.133523,12351.98,21597.97,1.75,53.25
22408,22408,25,0,0,0,0,0,0,0,0,3594,1396.824,2434.24,0.03794562,6.964519,1.133523,12351.98,21597.97,1.75,53.25
22411,22411,43,0,0,0,0,0,0,0,0,3747,0.3111529,1.33176,7.11E-06,0.001554814,0.000217271,3.296542,14.10483,2.75,53.25
22418,22418,28,0,0,0,0,0,0,0,0,4039,637.6939,2013.674,0.01487581,3.18576,0.5042281,5676.027,18027.97,4.25,53.25
22422,22422,6,0,0,0,0,0,0,0,0,4201,426.2096,560.3783,0.01152792,2.117919,0.3289772,3269.475,4298.69,5.25,53.25
22583,22583,30,4,0,0,0,0,0,0,0,162,0.0180917,0.03571541,4.70E-07,9.02E-05,1.46E-05,0.2187608,0.4318469,-14.25,53.75
22585,22585,47,5,0,0,0,0,0,0,0,204,0.0723668,0.1428616,1.88E-06,0.000360798,5.83E-05,0.8920992,1.761302,-13.75,53.75
22587,22587,35,3,0,0,0,0,0,0,0,251,4.669953,11.9613,0.000134863,0.02330694,0.003324078,56.85497,145.6245,-13.25,53.75
22590,22590,31,1,0,0,0,0,0,0,0,288,268.8169,569.5206,0.006795249,1.339232,0.208188,3222.373,6842.928,-12.75,53.75
22591,22591,31,2,0,0,0,0,0,0,0,321,1075.267,2278.082,0.027181,5.356927,0.8327519,12501.97,26572.77,-12.25,53.75
22593,22593,50,3,0,0,0,0,0,0,0,361,268.8169,569.5206,0.006795249,1.339232,0.208188,2946.326,6269.554,-11.75,53.75
22594,22594,55,4,0,0,0,0,0,0,0,361,268.8169,569.5206,0.006795249,1.339232,0.208188,2946.326,6269.554,-11.75,53.75
22595,22595,56,3,0,0,0,0,0,0,0,407,92.0649,160.4411,0.002501002,0.4590326,0.07471067,917.1479,1602.331,-11.25,53.75
22598,22598,21,0,0,0,0,0,0,0,0,463,7183.544,30746.16,0.1640814,35.89577,5.016107,62984.39,269475.7,-10.75,53.75
22616,22616,38,0,0,0,0,0,0,0,0,1755,1955.523,2656.949,0.05226736,9.723382,1.56345,15097.62,20512.99,-6.25,53.75
22617,22617,58,3,0,0,0,0,0,0,0,1857,3911.045,5313.898,0.1045347,19.44676,3.126899,32093.59,43605.24,-5.75,53.75
22618,22618,51,2,0,0,0,0,0,0,0,1857,3911.045,5313.898,0.1045347,19.44676,3.126899,32093.59,43605.24,-5.75,53.75
22619,22619,50,2,0,0,0,0,0,0,0,1970,1955.523,2656.949,0.05226736,9.723382,1.56345,17409.91,23654.67,-5.25,53.75
22620,22620,54,3,0,0,0,0,0,0,0,1970,1955.523,2656.949,0.05226736,9.723382,1.56345,17409.91,23654.67,-5.25,53.75
22624,22624,59,4,0,0,0,0,0,0,0,2193,686.4963,1274.028,0.01715074,3.420692,0.5273505,5659.142,10562.96,-4.25,53.75
22625,22625,26,0,0,0,0,0,0,0,0,2296,343.2482,637.014,0.008575371,1.710346,0.2636752,2963.947,5529.626,-3.75,53.75
22626,22626,57,3,0,0,0,0,0,0,0,2296,343.2482,637.014,0.008575371,1.710346,0.2636752,2963.947,5529.626,-3.75,53.75
22627,22627,41,0,0,0,0,0,0,0,0,2432,0.1253259,0.2658141,3.19E-06,0.000624842,0.000100867,0.9917658,2.118326,-3.25,53.75
22646,22646,12,0,0,0,0,0,0,0,0,3485,559.9648,1434.256,0.01617114,2.79469,0.3985836,5701.827,14604.27,1.25,53.75
22650,22650,39,1,0,0,0,0,0,0,0,3678,2170.83,4028.716,0.05423387,10.81687,1.667581,23899.85,44458.23,2.25,53.75
22651,22651,13,0,0,0,0,0,0,0,0,3750,0.1555765,0.66588,3.55E-06,0.000777407,0.000108636,1.796113,7.684639,2.75,53.75
22652,22652,25,0,0,0,0,0,0,0,0,3750,0.1555765,0.66588,3.55E-06,0.000777407,0.000108636,1.796113,7.684639,2.75,53.75
22653,22653,25,0,0,0,0,0,0,0,0,3837,0.3111529,1.33176,7.11E-06,0.001554814,0.000217271,3.58596,15.3425,3.25,53.75
22655,22655,17,0,0,0,0,0,0,0,0,3941,0.1555765,0.66588,3.55E-06,0.000777407,0.000108636,1.685759,7.212785,3.75,53.75
22656,22656,21,1,0,0,0,0,0,0,0,3941,0.1555765,0.66588,3.55E-06,0.000777407,0.000108636,1.685759,7.212785,3.75,53.75
22658,22658,27,0,0,0,0,0,0,0,0,4041,2550.776,8054.694,0.05950323,12.74304,2.016912,25478.14,80802.85,4.25,53.75
22659,22659,27,0,0,0,0,0,0,0,0,4133,53.2762,70.04729,0.00144099,0.2647398,0.04112215,490.1795,644.4856,4.75,53.75
22660,22660,19,0,0,0,0,0,0,0,0,4133,53.2762,70.04729,0.00144099,0.2647398,0.04112215,490.1795,644.4856,4.75,53.75
22661,22661,28,0,0,0,0,0,0,0,0,4204,106.5524,140.0946,0.00288198,0.5294797,0.08224431,914.1544,1201.926,5.25,53.75
22663,22663,19,0,0,0,0,0,0,0,0,4267,53.2762,70.04729,0.00144099,0.2647398,0.04112215,446.7429,587.3754,5.75,53.75
22664,22664,7,0,0,0,0,0,0,0,0,4267,53.2762,70.04729,0.00144099,0.2647398,0.04112215,446.7429,587.3754,5.75,53.75
22665,22665,18,0,0,0,0,0,0,0,0,4317,56.90841,128.3494,0.001961611,0.2819709,0.0366984,500.8278,1129.551,6.25,53.75
22824,22824,45,2,0,0,3,1,0,7,5,162,0.0180917,0.03571541,4.70E-07,9.02E-05,1.46E-05,0.2187608,0.4318469,-14.25,53.75
22829,22829,70,11,0,0,0,0,0,1,1,288,268.8169,569.5206,0.006795249,1.339232,0.208188,3222.373,6842.928,-12.75,53.75
22833,22833,52,6,0,0,0,0,0,0,0,361,268.8169,569.5206,0.006795249,1.339232,0.208188,2946.326,6269.554,-11.75,53.75
22834,22834,46,3,0,0,0,0,0,0,0,361,268.8169,569.5206,0.006795249,1.339232,0.208188,2946.326,6269.554,-11.75,53.75
22835,22835,51,3,0,0,0,0,0,0,0,407,92.0649,160.4411,0.002501002,0.4590326,0.07471067,917.1479,1602.331,-11.25,53.75
22836,22836,54,5,0,0,0,0,0,0,0,407,92.0649,160.4411,0.002501002,0.4590326,0.07471067,917.1479,1602.331,-11.25,53.75
22840,22840,29,0,0,0,0,0,0,0,0,552,28734.18,122984.6,0.6563256,143.5831,20.06443,222049.8,949975.1,-10.25,53.75
22841,22841,32,0,0,0,0,0,0,0,0,720,7183.544,30746.16,0.1640814,35.89577,5.016107,54463.13,233002.5,-9.75,53.75
22856,22856,63,1,0,0,0,0,0,0,1,1755,1955.523,2656.949,0.05226736,9.723382,1.56345,15097.62,20512.99,-6.25,53.75
22857,22857,55,2,0,0,0,0,0,0,0,1857,3911.045,5313.898,0.1045347,19.44676,3.126899,32093.59,43605.24,-5.75,53.75
22858,22858,46,3,0,0,0,0,0,0,0,1857,3911.045,5313.898,0.1045347,19.44676,3.126899,32093.59,43605.24,-5.75,53.75
22860,22860,56,3,0,0,0,0,0,0,0,1970,1955.523,2656.949,0.05226736,9.723382,1.56345,17409.91,23654.67,-5.25,53.75
22861,22861,56,2,0,0,0,0,0,0,0,2096,44.05706,90.13067,0.001123975,0.2194043,0.03430437,366.6603,754.9029,-4.75,53.75
22862,22862,52,3,0,0,0,0,0,0,0,2096,44.05706,90.13067,0.001123975,0.2194043,0.03430437,366.6603,754.9029,-4.75,53.75
22863,22863,52,2,0,0,0,0,0,0,0,2193,686.4963,1274.028,0.01715074,3.420692,0.5273505,5659.142,10562.96,-4.25,53.75
22864,22864,75,3,0,0,0,1,0,0,0,2193,686.4963,1274.028,0.01715074,3.420692,0.5273505,5659.142,10562.96,-4.25,53.75
22865,22865,57,2,0,0,0,0,0,0,0,2296,343.2482,637.014,0.008575371,1.710346,0.2636752,2963.947,5529.626,-3.75,53.75
22866,22866,50,2,0,0,0,0,0,0,0,2296,343.2482,637.014,0.008575371,1.710346,0.2636752,2963.947,5529.626,-3.75,53.75
22867,22867,37,1,0,0,0,0,0,0,0,2432,0.1253259,0.2658141,3.19E-06,0.000624842,0.000100867,0.9917658,2.118326,-3.25,53.75
22868,22868,25,0,0,0,0,0,0,0,0,2432,0.1253259,0.2658141,3.19E-06,0.000624842,0.000100867,0.9917658,2.118326,-3.25,53.75
22881,22881,21,0,0,0,0,0,0,0,0,3259,14.99213,27.82302,0.000374549,0.0747032,0.01151661,116.1719,216.9739,0.25,53.75
22882,22882,55,0,0,0,0,0,0,0,0,3259,14.99213,27.82302,0.000374549,0.0747032,0.01151661,116.1719,216.9739,0.25,53.75
22884,22884,61,1,0,0,0,0,0,0,0,3374,279.9824,717.1278,0.008085568,1.397345,0.1992918,2545.963,6521.057,0.75,53.75
22886,22886,52,3,0,0,0,0,0,0,0,3485,559.9648,1434.256,0.01617114,2.79469,0.3985836,5701.827,14604.27,1.25,53.75
22887,22887,26,0,0,0,0,0,0,0,0,3598,279.9824,717.1278,0.008085568,1.397345,0.1992918,3016.604,7726.524,1.75,53.75
22888,22888,20,0,0,0,0,0,0,0,0,3598,279.9824,717.1278,0.008085568,1.397345,0.1992918,3016.604,7726.524,1.75,53.75
22891,22891,50,2,0,0,0,0,0,0,0,3750,0.1555765,0.66588,3.55E-06,0.000777407,0.000108636,1.796113,7.684639,2.75,53.75
22892,22892,22,0,0,0,0,0,0,0,0,3750,0.1555765,0.66588,3.55E-06,0.000777407,0.000108636,1.796113,7.684639,2.75,53.75
22894,22894,38,0,0,0,0,0,0,0,0,3837,0.3111529,1.33176,7.11E-06,0.001554814,0.000217271,3.58596,15.3425,3.25,53.75
22896,22896,42,1,0,0,0,0,0,0,0,3941,0.1555765,0.66588,3.55E-06,0.000777407,0.000108636,1.685759,7.212785,3.75,53.75
22899,22899,46,1,0,0,0,0,0,0,0,4133,53.2762,70.04729,0.00144099,0.2647398,0.04112215,490.1795,644.4856,4.75,53.75
22901,22901,31,1,0,0,0,0,0,0,0,4204,106.5524,140.0946,0.00288198,0.5294797,0.08224431,914.1544,1201.926,5.25,53.75
22908,22908,27,0,0,0,0,0,0,0,0,4382,28.45421,64.1747,0.000980805,0.1409854,0.0183492,242.2041,546.2594,6.75,53.75
22909,22909,20,0,0,0,0,0,0,0,0,4442,38.38814,123.8901,0.000913701,0.1918367,0.02937501,296.9321,963.7307,7.25,53.75
22911,22911,16,0,0,0,0,0,0,0,0,4519,19.19407,61.94506,0.00045685,0.09591835,0.0146875,149.1723,484.1369,7.75,53.75
22912,22912,13,0,0,0,0,0,0,0,0,4519,19.19407,61.94506,0.00045685,0.09591835,0.0146875,149.1723,484.1369,7.75,53.75
23065,23065,38,2,0,0,0,0,0,6,4,206,0.0180917,0.03571541,4.70E-07,9.02E-05,1.46E-05,0.2229337,0.4401423,-13.75,54.25
23097,23097,43,1,0,0,0,0,0,0,0,1866,25174.31,34450.35,0.6613883,125.2579,20.29846,193508.6,264811.2,-5.75,54.25
23098,23098,55,2,0,0,0,0,0,0,0,1866,25174.31,34450.35,0.6613883,125.2579,20.29846,193508.6,264811.2,-5.75,54.25
23099,23099,55,2,0,0,0,0,0,0,0,1978,6293.577,8612.588,0.1653471,31.31447,5.074615,50719.39,69408.09,-5.25,54.25
23100,23100,54,3,0,0,0,0,0,0,0,1978,6293.577,8612.588,0.1653471,31.31447,5.074615,50719.39,69408.09,-5.25,54.25
23101,23101,64,4,0,0,0,0,0,0,0,2101,88.11413,180.2613,0.00224795,0.4388086,0.06860873,683.3304,1407.941,-4.75,54.25
23104,23104,51,2,0,0,0,0,0,0,0,2195,563.2133,1202.272,0.01705286,2.811045,0.4093412,4403.137,9399.225,-4.25,54.25
23105,23105,33,0,0,0,0,0,0,0,0,2299,1126.427,2404.544,0.03410572,5.622091,0.8186823,9315.976,19886.49,-3.75,54.25
23106,23106,53,3,0,0,0,0,0,0,0,2299,1126.427,2404.544,0.03410572,5.622091,0.8186823,9315.976,19886.49,-3.75,54.25
23107,23107,41,1,0,0,0,0,0,0,0,2435,563.2133,1202.272,0.01705286,2.811045,0.4093412,4320.776,9223.413,-3.25,54.25
23123,23123,19,0,0,0,0,0,0,0,0,3378,559.9648,1434.256,0.01617114,2.79469,0.3985836,5406.351,13847.46,0.75,54.25
23124,23124,21,0,0,0,0,0,0,0,0,3378,559.9648,1434.256,0.01617114,2.79469,0.3985836,5406.351,13847.46,0.75,54.25
23128,23128,29,2,0,0,0,0,0,0,0,3601,559.9648,1434.256,0.01617114,2.79469,0.3985836,6410.9,16420.44,1.75,54.25
23132,23132,34,0,0,0,0,0,0,0,0,16330,78.58202,1900.21,0.001469843,0.3958268,0.04408296,959.3074,23197.1,2.75,54.25
23137,23137,35,0,0,0,0,0,0,0,0,4043,637.6939,2013.674,0.01487581,3.18576,0.5042281,7147.971,22631.44,4.25,54.25
23140,23140,28,0,0,0,0,0,0,0,0,4136,318.8469,1006.837,0.007437904,1.59288,0.252114,3445.966,10916.63,4.75,54.25
23143,23143,42,1,0,0,0,0,0,0,0,4270,56.90841,128.3494,0.001961611,0.2819709,0.0366984,617.7937,1393.352,5.75,54.25
23144,23144,21,1,0,0,0,0,0,0,0,4270,56.90841,128.3494,0.001961611,0.2819709,0.0366984,617.7937,1393.352,5.75,54.25
23149,23149,17,0,0,0,0,0,0,0,0,18907,8.709705,206.2172,0.000164447,0.04386532,0.004846406,82.97553,1964.58,7.25,54.25
23152,23152,31,0,0,0,0,0,0,0,0,19153,4.354852,103.1086,8.22E-05,0.02193266,0.002423203,37.80742,895.1509,7.75,54.25
23165,23165,25,0,0,0,0,0,0,0,0,5322,51.63858,162.9869,0.00121481,0.2580091,0.04125815,392.9236,1248.449,11.25,54.25
23166,23166,31,0,0,0,0,0,0,0,0,5322,51.63858,162.9869,0.00121481,0.2580091,0.04125815,392.9236,1248.449,11.25,54.25
23167,23167,24,0,0,0,0,0,0,0,0,20749,21645.93,1206408,0.3633478,109.1057,13.66796,176808,9854168,11.75,54.25
23168,23168,29,0,0,0,0,0,0,0,0,20749,21645.93,1206408,0.3633478,109.1057,13.66796,176808,9854168,11.75,54.25
23319,23319,52,1,0,0,0,0,0,0,0,553,142.9641,302.8864,0.003613896,0.7122395,0.11072,1118.402,2392.724,-10.25,54.25
23322,23322,51,2,0,0,0,0,0,0,0,721,71.48203,151.4432,0.001806948,0.3561197,0.05535999,543.4922,1163.236,-9.75,54.25
23323,23323,58,2,0,0,0,0,0,0,0,956,57.02328,120.9454,0.001449324,0.284303,0.04589429,438.4696,936.8392,-9.25,54.25
23325,23325,54,1,0,0,0,0,0,0,0,11586,0.300227,7.587735,5.48E-06,0.001512833,0.000171135,2.510311,63.44446,-8.75,54.25
23326,23326,23,0,0,0,0,0,0,0,0,11586,0.300227,7.587735,5.48E-06,0.001512833,0.000171135,2.510311,63.44446,-8.75,54.25
23339,23339,53,3,0,0,0,0,0,0,0,1978,6293.577,8612.588,0.1653471,31.31447,5.074615,50719.39,69408.09,-5.25,54.25
23340,23340,9,0,0,0,0,0,0,0,0,1978,6293.577,8612.588,0.1653471,31.31447,5.074615,50719.39,69408.09,-5.25,54.25
23341,23341,52,2,0,0,0,0,0,0,1,2101,88.11413,180.2613,0.00224795,0.4388086,0.06860873,683.3304,1407.941,-4.75,54.25
23345,23345,55,3,0,0,0,0,0,0,0,2299,1126.427,2404.544,0.03410572,5.622091,0.8186823,9315.976,19886.49,-3.75,54.25
23346,23346,49,2,0,0,0,0,0,0,0,2299,1126.427,2404.544,0.03410572,5.622091,0.8186823,9315.976,19886.49,-3.75,54.25
23347,23347,34,1,0,0,0,0,0,0,0,2435,563.2133,1202.272,0.01705286,2.811045,0.4093412,4320.776,9223.413,-3.25,54.25
23360,23360,29,0,0,0,0,0,0,0,0,3162,4989.818,9850.56,0.1295627,24.87767,4.016875,38151.57,75681.5,-0.25,54.25
23363,23363,44,1,0,0,0,0,0,0,0,3378,559.9648,1434.256,0.01617114,2.79469,0.3985836,5406.351,13847.46,0.75,54.25
23365,23365,44,1,0,0,0,0,0,0,0,3489,2239.859,5737.023,0.06468455,11.17876,1.594335,23938.41,61314.21,1.25,54.25
23370,23370,19,0,0,0,0,0,0,0,0,3679,4341.661,8057.432,0.1084677,21.63374,3.335163,51255.01,95219.09,2.25,54.25
23373,23373,21,0,0,0,0,0,0,0,0,3838,0.2156388,0.6946328,5.18E-06,0.001078061,0.000171149,2.568389,8.288232,3.25,54.25
23377,23377,21,0,0,0,0,0,0,0,0,4043,637.6939,2013.674,0.01487581,3.18576,0.5042281,7147.971,22631.44,4.25,54.25
23378,23378,23,0,0,0,0,0,0,0,0,4043,637.6939,2013.674,0.01487581,3.18576,0.5042281,7147.971,22631.44,4.25,54.25
23381,23381,20,0,0,0,0,0,0,0,0,4206,3963.32,23763.57,0.09902201,19.78302,2.879957,41873.35,251228.4,5.25,54.25
23382,23382,23,0,0,0,0,0,0,0,0,4206,3963.32,23763.57,0.09902201,19.78302,2.879957,41873.35,251228.4,5.25,54.25
23385,23385,13,0,0,0,0,0,0,0,0,4319,227.6336,513.3976,0.007846443,1.127884,0.1467936,2410.174,5435.828,6.25,54.25
23388,23388,16,0,0,0,0,0,0,0,0,4384,56.90841,128.3494,0.001961611,0.2819709,0.0366984,578.5588,1304.863,6.75,54.25
23389,23389,34,1,0,0,0,0,0,0,0,18907,8.709705,206.2172,0.000164447,0.04386532,0.004846406,82.97553,1964.58,7.25,54.25
23393,23393,47,0,0,0,0,0,0,0,0,4617,163.4477,284.8397,0.004440161,0.8149449,0.1326378,1291.258,2259.495,8.25,54.25
23403,23403,39,0,0,0,0,0,0,0,0,5143,206.5543,651.9476,0.004859239,1.032036,0.1650326,1586.695,5040.994,10.75,54.25
23406,23406,45,0,0,0,0,0,0,0,0,5322,51.63858,162.9869,0.00121481,0.2580091,0.04125815,392.9236,1248.449,11.25,54.25
23407,23407,39,0,0,0,0,0,0,0,0,20749,21645.93,1206408,0.3633478,109.1057,13.66796,176808,9854168,11.75,54.25
23408,23408,30,0,0,0,0,0,0,0,0,20749,21645.93,1206408,0.3633478,109.1057,13.66796,176808,9854168,11.75,54.25
23416,23416,23,0,0,0,0,0,0,0,0,6166,410.1732,1134.755,0.01003,2.048061,0.322369,3098.551,8573.044,13.75,54.25
23417,23417,24,0,0,0,0,0,0,0,0,6279,102.5433,283.6887,0.0025075,0.5120153,0.08059224,816.4686,2258.868,14.25,54.25
23418,23418,15,0,0,0,0,0,0,0,0,6279,102.5433,283.6887,0.0025075,0.5120153,0.08059224,816.4686,2258.868,14.25,54.25
23420,23420,18,0,0,0,0,0,0,0,0,28592,2.349631,521.8351,5.82E-05,0.01190143,0.005142431,19.39918,4307.594,14.75,54.25
23421,23421,23,0,0,0,0,0,0,0,0,28657,2.509045,60.88798,9.20E-05,0.01266493,0.003259954,21.44678,520.4574,15.25,54.25
23422,23422,7,0,0,0,0,0,0,0,0,28657,2.509045,60.88798,9.20E-05,0.01266493,0.003259954,21.44678,520.4574,15.25,54.25
