OID_First,OID,spNum,rare2d_PD_FD,rare3d_restrict,rare3d_scarce,rare2d_FD_TD_restrict,rare2d_FD_TD_scarce,rare4d_restrict_scarce,rare2d_PD_TD_restrict,rare2d_PD_TD_scarce,ID_f,NomActive,EffActive,NV,P,GT,NomActiveHours,EffActiveHours,xcoord,ycoord
11915,11915,48,2,0,0,0,0,0,0,0,7615,18211.79206,27823.75825,1.892764026,90.20277263,20.92592127,146250.3763,223920.1419,18.75,42.25
12042,12042,19,1,0,0,0,0,0,0,0,691,5.538577,12.49153,0.000190913,0.02744265,0.00357165,54.38745,122.6637,-9.75,42.75
12043,12043,51,4,0,0,0,0,0,0,0,911,22.15431,49.96611,0.00076365,0.1097706,0.0142866,189.3703,427.0997,-9.25,42.75
12093,12093,94,2,0,0,1,1,0,0,0,3809,200.9947,956.6888,0.005937881,1.003193,0.1454006,1618.779,7705.019,3.25,42.75
12094,12094,76,3,0,0,0,0,0,0,0,3809,200.9947,956.6888,0.005937881,1.003193,0.1454006,1618.779,7705.019,3.25,42.75
12095,12095,126,7,0,0,0,2,0,0,2,3902,833.7142,3968.289,0.02462998,4.161185,0.603113,7695.684,36629.7,3.75,42.75
12096,12096,78,9,1,1,2,4,1,1,2,3902,833.7142,3968.289,0.02462998,4.161185,0.603113,7695.684,36629.7,3.75,42.75
12097,12097,85,7,0,1,0,3,0,0,4,4001,1064.4443,5066.5118,0.031446321,5.312792,0.7700244,10826.293,51530.678,4.25,42.75
12098,12098,12,1,0,0,0,0,0,0,0,4001,1064.4443,5066.5118,0.031446321,5.312792,0.7700244,10826.293,51530.678,4.25,42.75
12120,12120,7,0,0,0,0,0,0,0,0,4880,6.769103,14.39742,0.000172303,0.03371489,0.005238653,52.85993,113.7924,9.75,42.75
12121,12121,24,2,0,0,0,0,0,0,0,4989,3.384552,7.198711,8.62E-05,0.01685745,0.002619326,25.93063,55.84096,10.25,42.75
12137,12137,61,1,0,0,0,0,0,0,0,6219,20.8506,42.65555,0.000531936,0.103836,0.016235,164.791,339.4694,14.25,42.75
12138,12138,62,1,0,0,0,0,0,0,0,6219,20.8506,42.65555,0.000531936,0.103836,0.016235,164.791,339.4694,14.25,42.75
12139,12139,49,1,0,0,0,0,0,0,0,6338,41.7012,85.3111,0.001063873,0.2076721,0.03247001,376.2976,774.0488,14.75,42.75
12140,12140,44,2,0,0,0,0,0,0,0,6338,41.7012,85.3111,0.001063873,0.2076721,0.03247001,376.2976,774.0488,14.75,42.75
12141,12141,44,3,0,0,0,0,0,0,0,6507,77.08779,147.8508,0.002896647,0.3810991,0.04637897,756.9829,1451.858,15.25,42.75
12143,12143,50,2,0,0,0,0,0,0,0,6675,154.1756,295.7017,0.005793293,0.7621981,0.09275795,1413.294,2710.633,15.75,42.75
12147,12147,36,0,0,0,0,0,0,0,0,6928,711.3331,2442.523,0.0235043,3.543277,0.5046361,5735.088,19692.72,16.75,42.75
12148,12148,31,0,0,0,0,0,0,0,0,6928,711.3331,2442.523,0.0235043,3.543277,0.5046361,5735.088,19692.72,16.75,42.75
12151,12151,39,3,0,0,0,0,0,0,0,7156,711.3331,2442.523,0.0235043,3.543277,0.5046361,5683.639,19516.06,17.75,42.75
12152,12152,36,1,0,0,0,0,0,0,0,7156,711.3331,2442.523,0.0235043,3.543277,0.5046361,5683.639,19516.06,17.75,42.75
12282,12282,43,2,0,0,0,0,0,0,0,691,5.538577,12.49153,0.000190913,0.02744265,0.00357165,54.38745,122.6637,-9.75,42.75
12333,12333,77,2,0,0,0,0,0,0,0,3809,200.9947,956.6888,0.005937881,1.003193,0.1454006,1618.779,7705.019,3.25,42.75
12334,12334,85,6,0,0,0,0,0,0,0,3809,200.9947,956.6888,0.005937881,1.003193,0.1454006,1618.779,7705.019,3.25,42.75
12335,12335,60,1,0,0,0,0,0,0,0,3902,833.7142,3968.289,0.02462998,4.161185,0.603113,7695.684,36629.7,3.75,42.75
12336,12336,101,5,0,0,0,0,0,0,1,3902,833.7142,3968.289,0.02462998,4.161185,0.603113,7695.684,36629.7,3.75,42.75
12338,12338,83,5,0,0,0,0,0,0,0,4001,1064.4443,5066.5118,0.031446321,5.312792,0.7700244,10826.293,51530.678,4.25,42.75
12339,12339,106,7,0,0,0,0,0,0,0,4098,431.7248,2054.911,0.01275422,2.154799,0.3123119,4376.428,20830.79,4.75,42.75
12340,12340,26,2,0,0,0,0,0,0,0,4098,431.7248,2054.911,0.01275422,2.154799,0.3123119,4376.428,20830.79,4.75,42.75
12360,12360,80,4,0,0,0,0,0,0,0,4880,6.769103,14.39742,0.000172303,0.03371489,0.005238653,52.85993,113.7924,9.75,42.75
12361,12361,77,2,0,0,0,0,0,0,0,4989,3.384552,7.198711,8.62E-05,0.01685745,0.002619326,25.93063,55.84096,10.25,42.75
12362,12362,64,2,0,0,0,0,0,0,0,4989,3.384552,7.198711,8.62E-05,0.01685745,0.002619326,25.93063,55.84096,10.25,42.75
12363,12363,70,4,0,0,0,0,0,0,0,5135,1049.604,3737.225,0.03443169,5.220597,0.71676,8467.261,30148.56,10.75,42.75
12376,12376,14,1,0,0,0,0,0,0,0,28432,80.10722,17552.56,0.000505678,0.4060125,0.2276568,485.8546,106457.2,13.75,42.75
12377,12377,70,4,1,1,1,1,1,1,1,6219,20.8506,42.65555,0.000531936,0.103836,0.016235,164.791,339.4694,14.25,42.75
12378,12378,64,2,0,0,0,0,0,0,0,6219,20.8506,42.65555,0.000531936,0.103836,0.016235,164.791,339.4694,14.25,42.75
12379,12379,57,3,0,0,0,0,0,0,0,6338,41.7012,85.3111,0.001063873,0.2076721,0.03247001,376.2976,774.0488,14.75,42.75
12380,12380,66,3,0,0,0,0,0,0,0,6338,41.7012,85.3111,0.001063873,0.2076721,0.03247001,376.2976,774.0488,14.75,42.75
12381,12381,54,4,0,0,0,0,0,0,0,6507,77.08779,147.8508,0.002896647,0.3810991,0.04637897,756.9829,1451.858,15.25,42.75
12385,12385,20,1,0,0,0,0,0,0,0,6811,77.08779,147.8508,0.002896647,0.3810991,0.04637897,667.2401,1279.736,16.25,42.75
12522,12522,47,3,0,0,0,0,0,1,1,698,2.769288,6.245764,9.55E-05,0.01372132,0.001785825,26.89763,60.66405,-9.75,43.25
12523,12523,47,2,0,0,0,0,0,0,0,920,5.538577,12.49153,0.000190913,0.02744265,0.00357165,47.14474,106.3287,-9.25,43.25
12574,12574,63,3,0,0,0,0,0,0,0,3816,633.33247,1343.28791,0.016097008,3.15762874,0.5097277,4916.8173,10504.1825,3.25,43.25
12575,12575,94,9,0,0,0,0,0,0,0,3911,863.4496,4109.823,0.02550844,4.309599,0.6246238,7114.323,33862.55,3.75,43.25
12576,12576,84,7,0,0,0,0,0,0,0,3911,863.4496,4109.823,0.02550844,4.309599,0.6246238,7114.323,33862.55,3.75,43.25
12577,12577,76,5,0,0,0,0,0,0,0,4008,3453.799,16439.29,0.1020338,17.2384,2.498495,29765.84,141678.6,4.25,43.25
12578,12578,84,3,0,0,0,0,0,0,0,4008,3453.799,16439.29,0.1020338,17.2384,2.498495,29765.84,141678.6,4.25,43.25
12579,12579,79,3,0,0,0,0,0,0,0,4110,863.4496,4109.823,0.02550844,4.309599,0.6246238,7114.323,33862.55,4.75,43.25
12580,12580,81,3,0,0,0,0,0,0,0,4110,863.4496,4109.823,0.02550844,4.309599,0.6246238,7114.323,33862.55,4.75,43.25
12581,12581,97,6,0,0,0,0,0,0,0,4184,834.4571,1767.897,0.0210937,4.157222,0.6462539,6527.926,13965.93,5.25,43.25
12600,12600,102,10,0,1,0,1,0,0,2,4883,27.07641,57.58969,0.000689213,0.1348596,0.02095461,213.4625,459.4431,9.75,43.25
12603,12603,69,6,0,0,0,0,0,0,0,5138,524.8022,1868.612,0.01721585,2.610298,0.35838,4309.934,15345.96,10.75,43.25
12617,12617,62,0,0,0,0,0,0,0,0,6224,200.9573,514.7185,0.005803416,1.002944,0.1430417,1773.737,4543.128,14.25,43.25
12618,12618,55,1,0,0,0,0,0,0,0,6224,200.9573,514.7185,0.005803416,1.002944,0.1430417,1773.737,4543.128,14.25,43.25
12619,12619,57,2,0,0,0,0,0,0,0,6346,100.4787,257.3592,0.002901708,0.5014721,0.07152085,1002.456,2567.622,14.75,43.25
12620,12620,53,1,0,0,0,0,0,0,0,6346,100.4787,257.3592,0.002901708,0.5014721,0.07152085,1002.456,2567.622,14.75,43.25
12621,12621,57,2,0,0,0,0,0,0,0,6521,769.5994,3406.71,0.02402105,3.83461,0.5483914,7187.952,31818.2,15.25,43.25
12626,12626,33,1,0,0,0,0,0,0,0,6827,769.5994,3406.71,0.02402105,3.83461,0.5483914,6098.223,26994.41,16.25,43.25
12628,12628,18,1,0,0,0,0,0,0,0,6946,355.6665,1221.262,0.01175215,1.771638,0.2523181,2778.456,9540.46,16.75,43.25
12630,12630,41,4,0,0,0,0,0,0,0,7065,711.3331,2442.523,0.0235043,3.543277,0.5046361,5658.072,19428.27,17.25,43.25
12762,12762,14,1,0,0,0,0,0,0,0,698,2.769288,6.245764,9.55E-05,0.01372132,0.001785825,26.89763,60.66405,-9.75,43.25
12763,12763,55,4,0,0,0,0,0,1,1,920,5.538577,12.49153,0.000190913,0.02744265,0.00357165,47.14474,106.3287,-9.25,43.25
12764,12764,61,5,0,0,0,0,0,0,0,920,5.538577,12.49153,0.000190913,0.02744265,0.00357165,47.14474,106.3287,-9.25,43.25
12765,12765,62,5,0,0,0,0,0,0,0,1122,2.769288,6.245764,9.55E-05,0.01372132,0.001785825,23.37549,52.72033,-8.75,43.25
12766,12766,70,4,0,0,0,0,0,0,0,1122,2.769288,6.245764,9.55E-05,0.01372132,0.001785825,23.37549,52.72033,-8.75,43.25
12782,12782,58,2,0,0,0,0,0,0,0,2026,32.10495,206.244,0.000779628,0.1603176,0.02253965,267.637,1715.924,-4.75,43.25
12784,12784,57,3,0,0,0,0,0,0,0,2131,64.2099,412.4879,0.001559255,0.3206353,0.04507931,527.7421,3383.383,-4.25,43.25
12791,12791,68,4,0,0,0,0,0,0,0,2632,105.3446,189.7163,0.002701433,0.52507,0.08112409,835.5172,1515.363,-2.25,43.25
12792,12792,70,3,0,0,1,0,0,0,0,2632,105.3446,189.7163,0.002701433,0.52507,0.08112409,835.5172,1515.363,-2.25,43.25
12815,12815,63,2,0,0,0,0,0,0,0,3911,863.4496,4109.823,0.02550844,4.309599,0.6246238,7114.323,33862.55,3.75,43.25
12816,12816,80,3,0,0,0,0,0,0,0,3911,863.4496,4109.823,0.02550844,4.309599,0.6246238,7114.323,33862.55,3.75,43.25
12817,12817,73,2,0,0,0,0,0,0,0,4008,3453.799,16439.29,0.1020338,17.2384,2.498495,29765.84,141678.6,4.25,43.25
12818,12818,79,3,0,0,0,0,0,0,0,4008,3453.799,16439.29,0.1020338,17.2384,2.498495,29765.84,141678.6,4.25,43.25
12819,12819,75,3,0,0,0,0,0,0,0,4110,863.4496,4109.823,0.02550844,4.309599,0.6246238,7114.323,33862.55,4.75,43.25
12838,12838,52,3,0,0,0,1,0,0,0,4812,6.769103,14.39742,0.000172303,0.03371489,0.005238653,56.73728,121.9766,9.25,43.25
12839,12839,68,7,0,1,0,1,0,0,2,4883,27.07641,57.58969,0.000689213,0.1348596,0.02095461,213.4625,459.4431,9.75,43.25
12840,12840,45,5,0,0,0,0,0,0,0,4883,27.07641,57.58969,0.000689213,0.1348596,0.02095461,213.4625,459.4431,9.75,43.25
12841,12841,58,3,0,0,0,0,0,0,0,4992,6.769103,14.39742,0.000172303,0.03371489,0.005238653,53.87535,115.9373,10.25,43.25
12842,12842,54,3,0,0,0,0,0,0,0,4992,6.769103,14.39742,0.000172303,0.03371489,0.005238653,53.87535,115.9373,10.25,43.25
12856,12856,56,1,0,0,0,0,0,0,0,6104,100.4787,257.3592,0.002901708,0.5014721,0.07152085,807.7586,2068.938,13.75,43.25
12857,12857,64,2,0,0,0,0,0,0,0,6224,200.9573,514.7185,0.005803416,1.002944,0.1430417,1773.737,4543.128,14.25,43.25
12858,12858,59,2,0,0,0,0,0,0,0,6224,200.9573,514.7185,0.005803416,1.002944,0.1430417,1773.737,4543.128,14.25,43.25
12859,12859,61,3,0,0,0,0,0,0,0,6346,100.4787,257.3592,0.002901708,0.5014721,0.07152085,1002.456,2567.622,14.75,43.25
12860,12860,55,1,0,0,0,0,0,0,0,6346,100.4787,257.3592,0.002901708,0.5014721,0.07152085,1002.456,2567.622,14.75,43.25
12861,12861,64,3,0,0,0,0,0,0,0,6521,769.5994,3406.71,0.02402105,3.83461,0.5483914,7187.952,31818.2,15.25,43.25
12863,12863,47,2,0,0,0,0,0,0,0,6688,3078.398,13626.84,0.09608421,15.33844,2.193566,25734.91,113918.2,15.75,43.25
12866,12866,34,4,0,0,0,0,0,0,0,6827,769.5994,3406.71,0.02402105,3.83461,0.5483914,6098.223,26994.41,16.25,43.25
13005,13005,52,5,0,0,0,0,0,0,0,1130,722.3043,1483.74,0.01885025,3.596449,0.5575877,6280.78,13012.07,-8.75,43.75
13006,13006,67,4,0,0,0,0,0,0,0,1130,722.3043,1483.74,0.01885025,3.596449,0.5575877,6280.78,13012.07,-8.75,43.75
13007,13007,58,4,0,0,0,0,0,0,0,1238,6281.066057,11311.63956,0.16107024,31.30677476,4.836942653,49580.92927,89928.88822,-8.25,43.75
13012,13012,62,1,0,0,0,0,0,0,0,1452,6275.297,11301.25,0.1609223,31.27802,4.8325,49066.74,89005.76,-7.25,43.75
13014,13014,15,1,0,0,0,0,0,0,0,1577,816.3026,1676.829,0.02130336,4.064479,0.6301503,6563.423,13614.25,-6.75,43.75
13015,13015,53,3,0,0,0,0,0,0,0,1699,3265.21,6707.317,0.08521343,16.25792,2.520601,26130.66,54205.68,-6.25,43.75
13018,13018,54,1,0,0,0,0,0,0,0,1801,816.3026,1676.829,0.02130336,4.064479,0.6301503,6441.075,13364.29,-5.75,43.75
13019,13019,52,2,0,0,0,0,0,0,0,1917,7.787125,46.69063,0.000194558,0.03886965,0.005658536,62.99797,378.1578,-5.25,43.75
13020,13020,75,7,0,0,0,0,0,0,0,1917,7.787125,46.69063,0.000194558,0.03886965,0.005658536,62.99797,378.1578,-5.25,43.75
13021,13021,66,3,0,0,0,0,0,0,0,2029,76.33319,490.36858,0.001853654,0.38117354,0.053590606,645.3523,4137.8145,-4.75,43.75
13022,13022,57,2,0,0,0,0,0,0,0,2029,76.33319,490.36858,0.001853654,0.38117354,0.053590606,645.3523,4137.8145,-4.75,43.75
13025,13025,72,2,0,0,0,0,0,0,0,2224,64.2099,412.4879,0.001559255,0.3206353,0.04507931,530.2463,3399.496,-3.75,43.75
13026,13026,19,1,0,0,0,0,0,0,0,2224,64.2099,412.4879,0.001559255,0.3206353,0.04507931,530.2463,3399.496,-3.75,43.75
13028,13028,43,2,0,0,0,0,0,0,0,2343,210.6892,379.4325,0.005402866,1.05014,0.1622482,1768.019,3204.559,-3.25,43.75
13030,13030,56,2,0,0,0,0,0,0,0,2484,842.7568,1517.73,0.02161146,4.20056,0.6489928,7104.908,12877.05,-2.75,43.75
13032,13032,67,3,0,0,0,0,0,0,0,2637,210.6892,379.4325,0.005402866,1.05014,0.1622482,1850.466,3352.192,-2.25,43.75
13072,13072,41,4,0,0,0,0,0,0,0,4515,2.749372,5.824873,6.95E-05,0.01369723,0.002129279,21.7131,46.44684,7.75,43.75
13081,13081,73,3,0,0,0,0,0,0,0,4995,3.384552,7.198711,8.62E-05,0.01685745,0.002619326,26.17921,56.36634,10.25,43.75
13095,13095,51,2,0,0,0,0,0,0,0,6107,104.2849,220.94,0.00263615,0.5195418,0.0807645,843.2733,1803.232,13.75,43.75
13096,13096,55,2,0,0,0,0,0,0,0,6107,104.2849,220.94,0.00263615,0.5195418,0.0807645,843.2733,1803.232,13.75,43.75
13097,13097,53,1,0,0,0,0,0,0,0,6230,208.5698,441.8799,0.005272301,1.039084,0.161529,1913.247,4083.316,14.25,43.75
13098,13098,58,3,0,0,0,0,0,0,0,6230,208.5698,441.8799,0.005272301,1.039084,0.161529,1913.247,4083.316,14.25,43.75
13101,13101,53,2,0,0,0,0,0,0,0,6537,384.7997,1703.355,0.01201053,1.917305,0.2741957,3174.24,14051.1,15.25,43.75
13246,13246,62,6,0,0,0,0,0,0,1,1130,722.3043,1483.74,0.01885025,3.596449,0.5575877,6280.78,13012.07,-8.75,43.75
13247,13247,57,4,0,0,0,0,0,0,0,1238,6281.066057,11311.63956,0.16107024,31.30677476,4.836942653,49580.92927,89928.88822,-8.25,43.75
13250,13250,65,2,0,0,0,0,0,0,0,1335,25101.19,45205.01,0.6436892,125.1121,19.33,194407.8,352688.2,-7.75,43.75
13251,13251,46,3,0,0,0,0,0,0,0,1452,6275.297,11301.25,0.1609223,31.27802,4.8325,49066.74,89005.76,-7.25,43.75
13252,13252,60,3,0,0,0,0,0,0,0,1452,6275.297,11301.25,0.1609223,31.27802,4.8325,49066.74,89005.76,-7.25,43.75
13253,13253,67,4,0,0,0,0,0,0,0,1577,816.3026,1676.829,0.02130336,4.064479,0.6301503,6563.423,13614.25,-6.75,43.75
13254,13254,73,2,0,0,0,0,0,0,0,1577,816.3026,1676.829,0.02130336,4.064479,0.6301503,6563.423,13614.25,-6.75,43.75
13255,13255,46,2,0,0,0,0,0,0,0,1699,3265.21,6707.317,0.08521343,16.25792,2.520601,26130.66,54205.68,-6.25,43.75
13256,13256,55,4,0,0,0,0,0,0,0,1699,3265.21,6707.317,0.08521343,16.25792,2.520601,26130.66,54205.68,-6.25,43.75
13258,13258,62,3,0,0,0,0,0,0,0,1801,816.3026,1676.829,0.02130336,4.064479,0.6301503,6441.075,13364.29,-5.75,43.75
13259,13259,63,2,0,0,0,0,0,0,0,1917,7.787125,46.69063,0.000194558,0.03886965,0.005658536,62.99797,378.1578,-5.25,43.75
13260,13260,41,4,0,0,0,0,0,0,0,1917,7.787125,46.69063,0.000194558,0.03886965,0.005658536,62.99797,378.1578,-5.25,43.75
13261,13261,13,2,0,0,0,0,0,0,0,2029,76.33319,490.36858,0.001853654,0.38117354,0.053590606,645.3523,4137.8145,-4.75,43.75
13272,13272,75,7,0,0,0,0,0,0,0,2637,210.6892,379.4325,0.005402866,1.05014,0.1622482,1850.466,3352.192,-2.25,43.75
13312,13312,44,0,0,0,0,0,0,0,0,4515,2.749372,5.824873,6.95E-05,0.01369723,0.002129279,21.7131,46.44684,7.75,43.75
13313,13313,86,3,0,0,0,0,0,0,1,4613,0.6804598,2.209644,1.50E-05,0.003405717,0.000845345,5.503097,18.25953,8.25,43.75
13314,13314,49,2,0,0,0,1,0,0,0,4613,0.6804598,2.209644,1.50E-05,0.003405717,0.000845345,5.503097,18.25953,8.25,43.75
13318,13318,56,4,0,1,0,1,0,0,2,4814,3.384552,7.198711,8.62E-05,0.01685745,0.002619326,31.66646,67.92882,9.25,43.75
13332,13332,21,0,0,0,0,0,0,0,0,5813,0.1240574,0.2449057,3.22E-06,0.000618511,9.99E-05,1.03863,2.058984,12.75,43.75
13334,13334,55,1,0,0,0,0,0,0,0,5979,0.03101434,0.06122642,8.05E-07,0.000154628,2.50E-05,0.2417426,0.4794802,13.25,43.75
13335,13335,55,2,0,0,0,0,0,0,0,6107,104.2849,220.94,0.00263615,0.5195418,0.0807645,843.2733,1803.232,13.75,43.75
13336,13336,51,1,0,0,0,0,0,0,0,6107,104.2849,220.94,0.00263615,0.5195418,0.0807645,843.2733,1803.232,13.75,43.75
13338,13338,66,3,0,0,0,0,0,0,0,6230,208.5698,441.8799,0.005272301,1.039084,0.161529,1913.247,4083.316,14.25,43.75
13339,13339,57,4,0,0,0,0,0,0,0,6359,104.2849,220.94,0.00263615,0.5195418,0.0807645,928.2898,1982.129,14.75,43.75
13340,13340,38,1,0,0,0,0,0,0,0,6359,104.2849,220.94,0.00263615,0.5195418,0.0807645,928.2898,1982.129,14.75,43.75
13486,13486,53,4,0,0,0,0,0,0,0,1135,5.769057,10.38956,0.00014794,0.02875476,0.004442653,59.58756,107.7211,-8.75,44.25
13487,13487,46,4,0,0,0,0,0,0,0,1244,3140.533529,5655.820779,0.08053512,15.65338738,2.418471327,30006.25026,54300.79439,-8.25,44.25
13488,13488,43,3,0,0,0,0,0,0,0,1244,3140.533529,5655.820779,0.08053512,15.65338738,2.418471327,30006.25026,54300.79439,-8.25,44.25
13489,13489,32,3,0,0,0,0,0,0,0,1343,6275.297,11301.25,0.1609223,31.27802,4.8325,57321.19,103790,-7.75,44.25
13490,13490,24,2,0,0,0,0,0,0,0,1343,6275.297,11301.25,0.1609223,31.27802,4.8325,57321.19,103790,-7.75,44.25
13513,13513,54,3,0,0,0,0,0,0,0,2804,1.072123,1.989691,2.68E-05,0.005342204,0.00082358,9.468792,17.661,-1.75,44.25
13553,13553,50,1,0,0,0,0,0,0,0,4614,0.170115,0.5524109,3.75E-06,0.000851429,0.000211336,1.300022,4.3169,8.25,44.25
13554,13554,64,2,0,0,0,0,0,0,0,4614,0.170115,0.5524109,3.75E-06,0.000851429,0.000211336,1.300022,4.3169,8.25,44.25
13555,13555,17,1,0,0,0,0,0,0,0,4728,8961.6206,17691.4205,0.232692182,44.6798363,7.2142323,71206.637,141214.095,8.75,44.25
13556,13556,17,1,0,0,0,0,0,0,0,4728,8961.6206,17691.4205,0.232692182,44.6798363,7.2142323,71206.637,141214.095,8.75,44.25
13557,13557,61,3,0,0,0,0,0,0,0,4816,35846.4844,70765.692,0.93076883,178.719385,28.856933,283463.534,562172.81,9.25,44.25
13558,13558,61,4,0,0,0,0,0,0,1,4816,35846.4844,70765.692,0.93076883,178.719385,28.856933,283463.534,562172.81,9.25,44.25
13559,13559,101,4,0,0,0,0,0,0,1,4891,284.0057,727.4329,0.008201758,1.417425,0.2021556,2293.499,5874.412,9.75,44.25
13572,13572,70,4,0,0,0,0,0,0,0,5818,43.12434,91.36405,0.001090112,0.2148432,0.03339808,343.8121,735.3517,12.75,44.25
13573,13573,65,3,0,0,0,0,0,0,0,5984,86.24867,182.7281,0.002180225,0.4296864,0.06679617,761.006,1625.16,13.25,44.25
13574,13574,59,3,1,1,1,1,1,1,1,5984,86.24867,182.7281,0.002180225,0.4296864,0.06679617,761.006,1625.16,13.25,44.25
13575,13575,60,3,0,0,0,0,0,0,0,6113,251.6941,533.244,0.006362413,1.253927,0.1949271,2318.527,4947.946,13.75,44.25
13576,13576,60,2,0,0,0,0,0,0,0,6113,251.6941,533.244,0.006362413,1.253927,0.1949271,2318.527,4947.946,13.75,44.25
13580,13580,30,1,0,0,0,0,0,0,0,6377,208.5698,441.8799,0.005272301,1.039084,0.161529,1608.563,3442.094,14.75,44.25
13753,13753,27,1,0,0,0,0,0,0,0,2804,1.072123,1.989691,2.68E-05,0.005342204,0.00082358,9.468792,17.661,-1.75,44.25
13754,13754,24,1,0,0,0,0,0,0,0,2804,1.072123,1.989691,2.68E-05,0.005342204,0.00082358,9.468792,17.661,-1.75,44.25
13795,13795,34,3,0,0,0,0,0,0,0,4728,8961.6206,17691.4205,0.232692182,44.6798363,7.2142323,71206.637,141214.095,8.75,44.25
13796,13796,43,2,0,0,0,0,0,0,0,4728,8961.6206,17691.4205,0.232692182,44.6798363,7.2142323,71206.637,141214.095,8.75,44.25
13797,13797,90,5,0,0,0,0,0,0,0,4816,35846.4844,70765.692,0.93076883,178.719385,28.856933,283463.534,562172.81,9.25,44.25
13811,13811,57,3,0,0,0,0,0,0,0,5818,43.12434,91.36405,0.001090112,0.2148432,0.03339808,343.8121,735.3517,12.75,44.25
13812,13812,68,6,0,0,0,0,0,0,0,5818,43.12434,91.36405,0.001090112,0.2148432,0.03339808,343.8121,735.3517,12.75,44.25
13814,13814,64,5,0,0,0,0,0,0,0,5984,86.24867,182.7281,0.002180225,0.4296864,0.06679617,761.006,1625.16,13.25,44.25
13815,13815,51,4,0,0,0,0,0,0,0,6113,251.6941,533.244,0.006362413,1.253927,0.1949271,2318.527,4947.946,13.75,44.25
13992,13992,68,4,1,1,2,1,1,1,1,2649,1.072123,1.989691,2.68E-05,0.005342204,0.00082358,11.22271,20.89077,-2.25,44.75
13995,13995,78,6,0,0,1,1,0,0,0,2939,1557.979,5236.366,0.03937525,7.774418,1.203049,12025.26,40461.39,-1.25,44.75
14050,14050,50,3,0,0,0,0,0,0,0,5662,2857.096,4979.05,0.07761485,14.24539,2.318534,22139.9,38746.08,12.25,44.75
14051,14051,45,3,0,0,0,0,0,0,0,5827,380.47187,806.0751,0.009617704,1.8954914,0.29466037,3134.8796,6701.666,12.75,44.75
14052,14052,53,5,0,0,0,0,0,0,0,5827,380.47187,806.0751,0.009617704,1.8954914,0.29466037,3134.8796,6701.666,12.75,44.75
14053,14053,66,4,0,0,0,0,0,0,0,5994,933.4411,1977.6064,0.023595859,4.650354,0.7229131,8454.301,18047.099,13.25,44.75
14054,14054,68,5,1,1,1,1,1,1,1,5994,933.4411,1977.6064,0.023595859,4.650354,0.7229131,8454.301,18047.099,13.25,44.75
14056,14056,28,2,0,0,0,0,0,0,0,6123,484.7568,1027.015,0.012253854,2.4150332,0.3754249,3919.862,8382.125,13.75,44.75
14057,14057,34,2,0,0,0,0,0,0,0,6254,208.5698,441.8799,0.005272301,1.039084,0.161529,1593.351,3410.014,14.25,44.75
14235,14235,64,3,0,0,0,0,0,0,0,2939,1557.979,5236.366,0.03937525,7.774418,1.203049,12025.26,40461.39,-1.25,44.75
14290,14290,15,0,0,0,0,0,0,0,0,5662,2857.096,4979.05,0.07761485,14.24539,2.318534,22139.9,38746.08,12.25,44.75
14291,14291,50,4,0,0,0,0,0,0,0,5827,380.47187,806.0751,0.009617704,1.8954914,0.29466037,3134.8796,6701.666,12.75,44.75
14292,14292,63,2,0,0,0,0,0,0,0,5827,380.47187,806.0751,0.009617704,1.8954914,0.29466037,3134.8796,6701.666,12.75,44.75
14293,14293,57,5,0,0,0,0,0,0,0,5994,933.4411,1977.6064,0.023595859,4.650354,0.7229131,8454.301,18047.099,13.25,44.75
14300,14300,22,0,0,0,0,0,0,0,0,6395,104.2849,220.94,0.00263615,0.5195418,0.0807645,785.3998,1681.223,14.75,44.75
14471,14471,23,0,0,0,0,0,0,0,0,2651,0.5536676,1.747542,1.30E-05,0.002766367,0.000442369,5.874289,18.59866,-2.25,45.25
14475,14475,59,3,0,0,0,0,0,0,0,2941,3115.958,10472.73,0.07875051,15.54884,2.406098,24283.61,81705.32,-1.25,45.25
14531,14531,61,4,0,0,0,0,0,0,0,5837,631.57074,1338.05805,0.015965072,3.1464522,0.48912648,5083.0255,10870.1561,12.75,45.25
14532,14532,66,4,0,0,0,0,0,0,0,5837,631.57074,1338.05805,0.015965072,3.1464522,0.48912648,5083.0255,10870.1561,12.75,45.25
14533,14533,57,5,0,0,0,0,0,0,0,6007,2440.03467,5169.5041,0.061680065,12.1561264,1.88971017,20481.9934,43773.641,13.25,45.25
14537,14537,28,0,0,0,0,0,0,0,0,6267,2417.124118,4587.44641,0.060661844,12.04937922,1.843641243,18472.53364,35458.23977,14.25,45.25
14540,14540,28,0,0,0,0,0,0,0,0,6410,4829.109059,9165.138205,0.121194692,24.07313961,3.683362622,36905.80182,70841.08989,14.75,45.25
14708,14708,46,3,0,0,0,0,0,0,0,2348,0.308815,0.7066601,1.06E-05,0.001530208,0.000197475,3.768991,8.624568,-3.25,45.25
14714,14714,53,1,0,0,0,0,0,0,0,2812,1335.257,3694.023,0.03265115,6.667152,1.049423,12351.98,34166.54,-1.75,45.25
14715,14715,50,3,0,0,1,1,0,0,0,2941,3115.958,10472.73,0.07875051,15.54884,2.406098,24283.61,81705.32,-1.25,45.25
14772,14772,57,6,0,0,1,1,0,0,0,5837,631.57074,1338.05805,0.015965072,3.1464522,0.48912648,5083.0255,10870.1561,12.75,45.25
